Лемма	Класс	Форма	Частота
tāray	10	tārayeyam	4
avatṛ	6	avataret	4
avatṛ	6	avātaram	4
avatṛ	6	avātiraḥ	4
avadāray	10	avadārita	4
avadhāray	10	avadhārya	4
avanam	1	avanamya	4
pāṭay	10	pāṭayāmāsa	4
avapad	4	avapadyate	4
avabudh	4	avabudhyeta	4
avabudh	4	avabudhyanta	4
avabudh	4	avabudhyamāna	4
avabudh	4	avabuddhavat	4
bhartsay	10	bhartsayitvā	4
bhaṣ	1	bhaṣat	4
avabhās	1	avabhāsamāna	4
avaman	4	avamaṃsyate	4
avaman	4	avamanyata	4
muṣ	9	moṣīḥ	4
muṣ	9	muṣiṣyāmaḥ	4
avayaj	1	avayajati	4
avarudh	7	avaruṇaddhi	4
avarudh	7	avarundhate	4
avarudh	7	avarudhya	4
avaruh	1	avarohata	4
avalamb	1	avalambante	4
avalamb	1	avalambeta	4
avalī	4	avalīyate	4
vrīḍ	1	vrīḍat	4
avalokay	10	avalokaya	4
avalokay	10	avalokayāmāsa	4
avalokay	10	avalokitum	4
avavad	1	avavadiṣyāmi	4
san	8	asanāma	4
san	8	sanat	4
śvit	1	aśvait	4
avasā	6	avasyati	4
avasthā	1	avatiṣṭhete	4
avasthā	1	avātiṣṭhata	4
avasthā	1	avatiṣṭhata	4
avahā	3	avahīyate	4
uṣ	9	oṣati	4
uṣ	9	uṣyate	4
asūy	0	asūyāmi	4
asūy	0	asūyati	4
asūy	0	asūyanti	4
kan	1	cākan	4
kan	1	cake	4
ākṛṣ	6	ākarṣati	4
ākṛṣ	6	ākṛṣya	4
ākrand	1	ākrandat	4
ākrand	1	ākrandat	4
ākram	6	ākrāmanti	4
ākram	6	ākramyate	4
ākram	6	ākramet	4
ākram	6	ākrāmat	4
ākruś	4	ākrośat	4
ākṣip	4	ākṣipate	4
ākṣip	4	ākṣipyamāṇa	4
ākhyā	4	ākhyāyante	4
āgam	6	āgaccheyam	4
āgam	6	āgantāraḥ	4
āgam	6	āgacchethāḥ	4
āgam	6	āgamya	4
āgā	3	āgāt	4
ācakṣ	1	ācakṣmahe	4
ācakṣ	1	ācacakṣire	4
ācakṣ	1	ācakṣadhvam	4
ācakṣ	1	ācacakṣuḥ	4
ācakṣ	1	ācaṣṭām	4
ācam	1	ācāma	4
ācar	1	ācareyam	4
ācar	1	ācaritavya	4
ācar	1	ācaraṇīya	4
ācar	1	ācarya	4
āci	5	ācinot	4
āji	1	ājayat	4
ājñā	9	ājānanti	4
ājñāpay	10	ājñāpyatām	4
āñc	1	ācita	4
ātan	8	ātatāna	4
ātan	8	ātanvat	4
ātap	1	ātapat	4
ātap	1	ātapta	4
ādā	4	ādadyuḥ	4
ādā	4	ādāt	4
ādā	4	ādaduḥ	4
ādā	4	ādāsyase	4
ādā	4	ādāsyate	4
ādā	4	ādadet	4
ādā	4	ādadāte	4
ādā	4	ādāsyat	4
ādiś	6	ādiśyatām	4
ādīpay	10	ādīpayāmāsa	4
ādhā	3	ādhīyante	4
ādhā	3	ādhattām	4
ādhā	3	ādadhata	4
ādhāv	1	ādhāvat	4
ādhāv	1	ādhāvat	4
ādhmāpay	10	ādhmāpayet	4
ānah	4	ānahyate	4
ānī	1	ānayat	4
āpāṭay	10	āpāṭya	4
prī	9	prīṇāmi	4
prī	9	prīyete	4
prī	9	prīyāmahe	4
prī	9	prīyetām	4
prī	9	prīyeta	4
āplāvay	10	āplāvita	4
ābandh	9	ābadhnīte	4
ābandh	9	ābadhnat	4
ābhaj	1	ābhajat	4
ābhāṣ	1	ābhāṣate	4
ābhāṣ	1	ābhāṣata	4
ābhāsay	10	ābhāsayati	4
bhakṣay	10	bhakṣayitā	4
bhakṣay	10	bhakṣayitavya	4
ābhuj	6	ābhujya	4
ābhū	1	ābhavet	4
āmantray	0	āmantrayet	4
āmantray	0	āmantrayata	4
āmantray	0	āmantrayitum	4
āmṛś	6	āmṛśati	4
āyaj	1	āyajanta	4
radh	4	radhāma	4
radh	4	rīradhaḥ	4
rad	1	rada	4
rad	1	aradat	4
āyāc	1	āyācita	4
āyāc	1	āyācitum	4
ārabh	1	ārabhyante	4
ārabh	1	ārabhya	4
ārabh	1	ārabhe	4
ārādhay	10	ārādhayanti	4
ārudh	7	ārundhate	4
āruh	6	ārohanti	4
āruh	6	āruhet	4
āropay	10	āropayanti	4
āropay	10	āropaya	4
āropay	10	āropyate	4
lakṣay	10	lakṣayāmi	4
lakṣay	10	alakṣayam	4
lakṣay	10	lakṣya	4
ālakṣay	10	ālakṣyate	4
ālag	1	ālagna	4
ālamb	1	ālambamāna	4
ālih	6	ālīḍha	4
āloḍay	10	āloḍayet	4
āloḍay	10	āloḍya	4
ālokay	10	ālokyate	4
āvas	1	āvasa	4
āvas	1	āvasat	4
āvāhay	10	āvāhaya	4
āvāhay	10	āvāhita	4
āveday	10	āvedya	4
āviś	6	āviśam	4
āveśay	10	āveśya	4
āviṣkṛ	8	āviṣkaroti	4
āvartay	10	āvartaya	4
āvartay	10	āvartanīya	4
āvartay	10	āvartayitvā	4
āvraj	1	āvrajan	4
āśaṁs	2	āśaśaṃse	4
spṛhay	10	spṛhayati	4
āśri	1	āśrayati	4
āśri	1	āśrīyate	4
āśru	5	āśṛṇvat	4
śrāvay	10	śrāvayanti	4
śrāvay	10	śrāvayiṣyāmi	4
āśvas	2	āśvasat	4
āśvāsay	10	āśvāsayet	4
āśvāsay	10	āśvāsayan	4
āśvāsay	10	āśvāsayitum	4
āsad	2	āsedatuḥ	4
āsāday	10	āsādayanti	4
āsāday	10	āsādayāmāsa	4
āsāday	10	āsādyate	4
āsāday	10	āsādayitum	4
āstṛ	5	āstṛṇāti	4
āsthā	1	ātiṣṭhati	4
āsthā	1	ātiṣṭhata	4
āsthā	1	āsthīyatām	4
āsthā	1	āstheya	4
sphuṭ	6	sphuṭet	4
sphuṭ	6	asphuṭat	4
sphoṭay	10	sphoṭayat	4
āsphālay	10	āsphālayat	4
svad	1	svadasva	4
svāday	10	svādita	4
svap	1	supyatām	4
āsvāday	10	āsvādyate	4
āsvāday	10	āsvādayat	4
āhan	2	āhanti	4
āhan	2	āhanyāt	4
hiṁs	7	hiṃsiṣṭam	4
hiṁs	7	hiṃsitvā	4
āhṛ	1	āharata	4
āhāray	10	āhārya	4
āhṛṣ	4	āhṛṣṭa	4
āhvā	4	āhvayanti	4
āhvā	4	āhvayase	4
āhvā	4	āhvayāna	4
ucchid	7	ucchidyate	4
ucchid	7	ucchidyante	4
ucchid	7	ucchettum	4
ucchri	1	ucchrayasva	4
ucchvāsay	10	ucchvāsita	4
ujjval	1	ujjvalat	4
uḍḍī	4	uḍḍīna	4
utkram	6	utkramaṇīya	4
utkruś	1	udakrośat	4
utkṣip	6	utkṣipati	4
dabh	1	dabhāti	4
dabh	1	dadambha	4
dabh	1	dabhāya	4
uttolay	10	uttolya	4
uttṛ	6	uttarati	4
uttṛ	6	uttartum	4
uttāray	10	uttārayanti	4
utpat	1	utpetatuḥ	4
utpad	4	utpadya	4
utpāday	10	udapādayam	4
utpāday	10	utpādayiṣyāmi	4
utpāday	10	utpādayiṣyasi	4
utpāday	10	utpādayatu	4
utpāday	10	utpādayat	4
utpāday	10	utpādayat	4
utpū	9	utpunāmi	4
pāray	10	pārayāmasi	4
pāray	10	pārita	4
pāray	10	pārayitvā	4
utprekṣ	1	utprekṣita	4
utsad	1	utsīdanti	4
utsṛj	6	utsṛjeyuḥ	4
utsṛj	6	utsṛjata	4
udāhṛ	2	udāhara	4
udāhṛ	2	udāhariṣyāmaḥ	4
udgā	3	udagāt	4
udgā	4	udgāyat	4
udgranth	9	udgrathya	4
udghuṣ	1	udghuṣya	4
uddiś	6	uddiśanti	4
ghoṣay	10	aghoṣayan	4
ghoṣay	10	ghoṣayitvā	4
uddīp	4	udadīpyata	4
udbhid	7	udbhidya	4
udbhū	1	udbhavati	4
bhāvay	10	bhāvya	4
bhāvay	10	bhāvyamāna	4
udbhram	4	udbhrāmya	4
udyam	6	udayacchan	4
bhūṣay	10	bhūṣayāmāsa	4
vāday	10	vādayāmāsuḥ	4
udvam	1	udvamati	4
udvāsay	10	udvāsayati	4
udvāhay	10	udvāhita	4
udvij	6	udvije	4
udvejay	10	udvejayanti	4
udvartay	10	udvartayat	4
unnam	1	unnamanti	4
unnam	1	unnamat	4
unnaś	1	udānaṭ	4
māday	10	mādaya	4
māday	10	mādayadhyai	4
unmocay	10	unmocya	4
yājay	10	yājayeyuḥ	4
yājay	10	yājayat	4
unmūlay	10	unmūlayat	4
unmūlay	10	unmūlya	4
unmṛj	6	unmārṣṭi	4
unmṛj	6	unmṛjya	4
upakṛ	8	upakaroti	4
upakṛ	8	upakurute	4
upakṛ	6	upakīrṇa	4
upakalpay	10	upakalpayate	4
upaklid	4	upaklinna	4
upagam	6	upagacchat	4
upaguh	1	upagūhati	4
upagrah	9	upagṛhṇīyāt	4
upaghrā	4	upajighrat	4
upacar	1	upacaranti	4
upaci	5	upacinoti	4
jambhay	10	jambhaya	4
upajap	1	upajapat	4
upatap	4	upatapyate	4
upadarśay	10	upadarśayat	4
upadhā	3	upadadhyāt	4
upadham	1	upadhamet	4
dhūpay	0	dhūpayitvā	4
upanah	4	upanaddha	4
upanāhay	10	upanāhya	4
upanimantray	0	upanimantrayate	4
upanimantray	0	upanimantrya	4
upanī	1	upaninyuḥ	4
upanī	1	upanīyatām	4
upanī	1	upaninye	4
upanī	1	upanayat	4
upanī	1	upaneya	4
upapāday	10	upapādayanti	4
upapāday	10	upapādayat	4
upapāday	10	upapādayiṣyate	4
upaparīkṣ	4	upaparīkṣate	4
upapīḍay	10	upapīḍam	4
upabhuj	1	upabhujyatām	4
upabhuj	1	upabhojya	4
bhojay	10	bhojayanti	4
bhojay	10	bhojayiṣyati	4
bhojay	10	bhojya	4
upamath	9	upamathya	4
upamantray	0	upamantrayante	4
upayā	2	upayātu	4
upayā	2	upayayuḥ	4
upayā	2	upayānt	4
upayuj	7	upayuñjate	4
uparacay	10	uparacita	4
uparam	1	uparamet	4
uparudh	1	uparuṇaddhi	4
uparudh	1	uparudhya	4
uparudh	1	uparudhyamāna	4
uparuh	1	uparūḍha	4
upalakṣay	10	upalakṣayati	4
upalabh	1	upalapsyate	4
upalabh	1	upalabhet	4
upalabh	1	upalabhyeta	4
upalip	6	upalipyate	4
upavah	1	upohya	4
upavah	1	upavāhya	4
upaviś	6	upaviśataḥ	4
upaveśay	10	upāveśayat	4
upavṛt	1	upavartate	4
upavṛt	1	upāvartata	4
upavṛt	1	upavṛtta	4
upasaṁsṛj	6	upasaṃsṛjya	4
upasaṁkram	1	upasaṃkramya	4
upasad	1	upasīdanti	4
upasad	1	upāsīdan	4
upasaṁbhṛ	3	upasaṃbhṛta	4
upasṛj	6	upasṛjanti	4
upasṛj	6	upasṛjyate	4
bṛṁhay	10	bṛṃhaṇīya	4
upastu	2	upastutya	4
upastṛ	9	upastṛṇāti	4
upasthā	1	upatiṣṭhasi	4
upasthā	1	upatiṣṭhasva	4
upasthā	1	upatasthivas	4
upasthāpay	10	upasthāpaya	4
upaspṛś	6	upaspṛśati	4
upaspṛś	6	upaspṛśa	4
upaspṛś	6	upāspṛśat	4
upasveday	10	upasvedya	4
upahan	2	upaghnanti	4
upahā	3	upajahi	4
upahṛ	2	upāharan	4
upāgam	1	upājagāma	4
upāgam	1	upāgahi	4
upādā	3	upādatsva	4
dāpay	10	adīdapat	4
upānī	1	upānīta	4
upāram	1	upārama	4
upāram	1	upārata	4
upāvaruh	1	upāvaroha	4
upāvṛt	1	upāvartitum	4
upāś	9	upāśnāti	4
upās	4	upāsīran	4
upās	4	upāsanti	4
upe	2	upeyātām	4
upe	2	upaitu	4
upekṣ	1	upekṣasva	4
upekṣ	1	upekṣitavya	4
upopaviś	6	upopaviveśa	4
e	2	aihi	4
e	2	etana	4
eray	10	erayasva	4
kṣoday	10	kṣodayitvā	4
kṣobhay	10	kṣobhayiṣyāmi	4
charday	10	charditavat	4
jaray	10	jarayiṣyati	4
taṁs	1	tatasre	4
tirobhū	1	tirobhūta	4
troṭay	10	troṭita	4
tviṣ	6	titviṣe	4
daṇḍay	0	daṇḍayati	4
daṇḍay	0	daṇḍanīya	4
daṇḍay	0	daṇḍayitvā	4
drāvay	10	drāvayati	4
niḥṣṭhā	1	nistiṣṭhati	4
niḥsṛ	1	niḥsarate	4
nikṛt	6	nikṛntata	4
nikṣip	6	nikṣiptavat	4
nigrah	9	nigṛhṇīmaḥ	4
nigrah	9	nigṛhṇīṣva	4
nidhā	3	nidhatsva	4
nidhā	3	nidhātum	4
nipātay	10	nipātayāmāsa	4
nipad	4	nipadyamāna	4
nibandh	9	nibabandha	4
nimajj	1	nyamajjata	4
nimantray	0	nyamantrayat	4
nimā	3	nimīyate	4
nimiṣ	6	nimiṣati	4
nimīl	1	nimīlat	4
nimruc	1	nimrocat	4
niyuj	7	niyokṣyati	4
niyojay	10	niyojayasi	4
nirah	1	nirāha	4
nirīkṣ	1	niraikṣata	4
nirīkṣ	1	nirīkṣyate	4
nirudh	7	nirudhyante	4
nirudh	7	nirundhat	4
nirodhay	10	nirodhayati	4
nirodhay	10	nirodhita	4
nire	2	niraitu	4
nirṇij	2	nirṇijya	4
nirṇī	1	nirṇīya	4
nirṇud	6	nirṇudati	4
nirdah	1	nirdaha	4
nirdah	1	nirdahiṣyāmi	4
nirdah	1	nirdahyamāna	4
nirdham	1	nirdhmāta	4
nirdhāray	10	nirdhārita	4
nirbandh	9	nirbaddha	4
nirbandh	9	nirbadhyamāna	4
nirbhartsay	10	nirbhartsayatu	4
nirbhid	6	nirbibhiduḥ	4
nirmā	2	nirmimīte	4
nirmā	2	nirmātum	4
nirmāpay	10	nirmāpayet	4
nirmuc	6	nirmucyamāna	4
niryā	2	niryāyāt	4
niryā	2	niryātu	4
niryā	2	niryātum	4
nirlikh	6	nirlikhet	4
nirvac	3	nirucyante	4
nirvac	3	nirvācya	4
nirvap	1	niravapan	4
nirvap	1	nirupyate	4
nirvā	2	nirvāti	4
nirvid	6	nirviṇṇa	4
nirviś	6	nirviśat	4
nirvṛ	9	nirvṛta	4
nirvartay	10	nirvartayanti	4
nirvartay	10	niravartayat	4
nirvartay	10	nirvartayāmāsa	4
nirvartay	10	nirvartayitum	4
nilī	1	nilīyante	4
nilī	1	nililyuḥ	4
nilī	1	nilīya	4
nivap	1	nyupta	4
nivas	2	nivasya	4
nivas	1	nivasate	4
nivid	2	niveditum	4
niviś	6	niviśante	4
nivāray	10	nivārayāmāsuḥ	4
nivṛt	1	nivartatām	4
nivṛt	1	nivartantām	4
nivṛt	1	nivartat	4
nivartay	10	nivartayat	4
niśam	4	niśamyatām	4
niṣad	1	niṣīdanti	4
niṣic	6	niṣicya	4
niṣidh	1	niṣidhya	4
niṣkṛt	6	nirakṛntata	4
niṣkṛṣ	1	niścakarṣa	4
niṣṭap	1	niṣṭapya	4
niṣṭhīv	1	niṣṭhīvati	4
niṣpat	1	niṣpatita	4
niṣpā	1	niṣpīta	4
nihan	2	nijaghnire	4
nihan	2	nihanyamāna	4
nihan	2	nihatvā	4
nihve	4	nihvayante	4
nyṛṣ	6	nyṛṣṭa	4
nyer	2	nyerire	4
parākṛ	8	parākṛta	4
parikṛṣ	6	parikarṣati	4
parikṛṣ	6	parikarṣat	4
parikram	6	paricakramuḥ	4
parikram	6	parikramat	4
parikrī	9	parikrīṇāti	4
parikṣi	5	parikṣīyate	4
parigam	1	parigacchati	4
garhay	10	garhayate	4
parigā	3	paryaguḥ	4
parigrah	9	parigṛhṇanti	4
parigrah	9	paryagṛhṇāt	4
parigrah	9	paryagṛhṇan	4
parigrah	9	paryagṛhṇanta	4
parigrah	9	parigṛhṇīyām	4
parigrah	9	parigrāhya	4
paricar	1	paricariṣyanti	4
paricāray	10	paricārayasva	4
paricāray	10	paricārita	4
parici	3	paricita	4
paricchid	7	paricchidya	4
parijṛ	4	parijīrṇa	4
parijñā	9	parijñātum	4
pariṇam	1	pariṇamanti	4
pariṇāmay	10	pariṇāmayet	4
pariṇāmay	10	pariṇāmya	4
paritap	4	paritapta	4
parityaj	1	parityajāmi	4
paritrā	4	paritrāhi	4
paridah	1	paridahyamāna	4
paridṛś	6	paryapaśyat	4
paridhā	3	paridadhyuḥ	4
paridhā	3	paridadhīta	4
paridhāv	1	paridhāvanti	4
paridhāv	1	paryadhāvat	4
paridhāv	1	paryadhāvatām	4
paridhāv	1	paryadhāvan	4
paridhāv	1	paryadhāvata	4
parinirvā	2	parinirvānti	4
parinirvā	2	parinirvātu	4
paripīḍay	10	paryapīḍayan	4
paripracch	6	paripṛcchāmi	4
paripracch	6	paryapṛcchan	4
paripracch	6	paripṛcchya	4
paribhāṣ	1	paribhāṣante	4
paribhram	4	paribabhrāma	4
parimuc	6	parimucya	4
parimohay	10	parimohita	4
parimṛj	6	parimārṣṭi	4
parimṛj	6	parimṛjāmi	4
parimṛś	6	parimṛśat	4
parimṛś	6	parimṛśyamāna	4
parirakṣ	1	parirakṣata	4
parilip	6	parilipya	4
parivas	1	paryuṣita	4
parivid	6	parividyate	4
parivarjay	10	parivarjya	4
parivṛt	1	parivṛtya	4
parivṛt	1	parivartitum	4
parivartay	10	paryavartayat	4
parivraj	1	parivrajat	4
pariśiṣ	7	pariśiṣya	4
pariśodhay	10	pariśodhita	4
pariśoṣay	10	pariśoṣita	4
pariṣic	6	pariṣicyamāna	4
pariṣev	1	parisevita	4
pariṣṭhā	1	pariṣṭhita	4
parihas	1	parihasat	4
parihā	3	paryahīyata	4
parihṛ	1	pariharanti	4
pare	2	pareta	4
pare	2	parait	4
paryaṭ	1	paryaṭet	4
paryanuyuj	7	paryanuyukta	4
paryavasā	6	paryavasita	4
paryavāp	5	paryavāpyamāna	4
paryādā	3	paryādāya	4
paryupasthā	1	paryupātiṣṭhan	4
paryupās	4	paryupāsata	4
paryupās	4	paryupāsya	4
paryūh	1	paryauhan	4
piṇḍīkṛ	8	piṇḍīkṛtya	4
purodhā	3	purohita	4
prakīrtay	10	prakīrtayet	4
prakīrtay	10	prakīrtaya	4
prakṛ	8	prakuruṣva	4
prakram	6	prākrāmat	4
prakram	6	prakramiṣyati	4
prakram	6	prakrāmat	4
prakṣubh	9	pracukṣubhe	4
pragam	1	prajagāma	4
pragā	4	pragīyate	4
pragā	4	pragāyat	4
pracoday	10	prācodayat	4
pracoday	10	pracodayāmāsa	4
pracoday	10	pracodayat	4
pracūrṇay	0	pracūrṇayet	4
pracchāday	10	pracchādya	4
praccharday	10	pracchardayet	4
pracchā	4	pracchāya	4
praccyāvay	10	prācyāvayat	4
praccyāvay	10	pracyāvita	4
prajan	4	prajāyasva	4
prajan	4	prajajñivas	4
prajñā	9	prajānanti	4
prajval	1	prājvalat	4
prajvālay	10	prajvālita	4
praṇaś	1	praṇak	4
praṇaś	4	praṇaśyantu	4
praṇaś	4	praṇaśyeta	4
praṇī	1	praṇīyante	4
praṇud	6	praṇudat	4
praṇoday	10	praṇodita	4
pratan	8	pratāyate	4
pratam	4	pratāmyati	4
pratam	4	pratāmyat	4
pratikāṅkṣ	1	pratikāṅkṣitavya	4
pratikṛ	8	pratikurvanti	4
pratikṛ	8	pratikriyate	4
pratikram	1	praticakrame	4
pratikram	1	pratikrānta	4
pratigam	1	pratijagmatuḥ	4
pratigam	1	pratigantum	4
pratigrah	9	pratigṛhītavat	4
praticakṣ	2	praticakṣya	4
praticchāday	10	praticchādya	4
pratijñā	9	pratyajānan	4
pratidhā	3	pratihita	4
pratinivṛt	1	pratinivartante	4
pratipad	4	pratipatsyati	4
pratipāday	10	pratipāditavat	4
pratipālay	10	pratipālyatām	4
pratipālay	10	pratipālayat	4
pratipīḍay	10	pratipīḍya	4
pratipūjay	10	pratipūjayanti	4
pratibandh	9	pratibadhyate	4
pratibādh	1	pratibādhitavya	4
pratibādh	1	pratibādhitum	4
pratibudh	4	pratyabudhyanta	4
pratibodhay	10	pratibodhyate	4
pratibodhay	10	pratibodhya	4
pratibrū	2	pratyabruvam	4
pratibhāṣ	1	pratyabhāṣanta	4
pratibhṛ	1	pratibhṛta	4
pratimantray	0	pratimantrita	4
pratimuc	6	pratimuñcati	4
pratiyā	2	pratiyātu	4
pratiyā	2	pratiyāsyāmi	4
pratiyudh	4	pratyayudhyanta	4
pratilabh	1	pratilabhate	4
prativac	3	prativaktāsmi	4
prativac	3	pratyuktvā	4
pratividhā	3	pratividhāya	4
prativāray	10	prativārya	4
prativyūh	1	pratyavyūhanta	4
pratisamās	2	pratisamāsitum	4
pratisaṁmoday	10	pratisaṃmodya	4
pratisāray	10	pratisāraṇīya	4
pratisāray	10	pratisārya	4
pratihan	4	pratyahan	4
pratihan	4	pratyaghnan	4
pratihan	4	pratijaghāna	4
pratihan	4	pratighnat	4
pratī	2	pratiyanti	4
pratī	2	pratīyuḥ	4
pratī	2	pratīyuḥ	4
pratīkṣ	1	pratīkṣe	4
pratīkṣ	1	pratīkṣethāḥ	4
pratīkṣ	1	pratīkṣāmi	4
pratīkṣ	1	pratīkṣyatām	4
pratīkṣ	1	pratīkṣya	4
pratīṣ	6	pratīcchet	4
pratīṣ	6	pratīcchatu	4
pratud	6	pratudya	4
pratarpay	10	pratarpya	4
pratyakṣīkṛ	8	pratyakṣīkṛta	4
pratyakṣībhū	1	pratyakṣībhūya	4
pratyanubhū	1	pratyanubhavati	4
pratyabhighāray	10	pratyabhighārayati	4
pratyabhijñā	9	pratyabhijānāti	4
pratyabhijñā	9	pratyabhijñātavat	4
pratyavekṣ	4	pratyavaikṣata	4
pratyavekṣ	4	pratyavekṣita	4
pratyavekṣ	4	pratyavekṣya	4
pratyavekṣ	4	pratyavekṣya	4
pratyas	4	pratyasta	4
pratyāyā	2	pratyāyayau	4
pratyāvṛt	1	pratyāvṛtta	4
pratyāśvas	2	pratyāśvasya	4
pratyudi	2	pratyudīyāt	4
pratyudgam	1	pratyujjagmuḥ	4
pratye	2	pratyehi	4
pradah	4	pradhakṣyat	4
pradah	4	pradahyamāna	4
pradā	3	pradattvā	4
praduṣ	4	praduṣyanti	4
pradṛś	4	prapaśyāmi	4
pradru	1	pradravanti	4
pradhāv	1	pradhāvanti	4
pradhāray	10	pradhārya	4
pradham	1	pradadhmau	4
prapaṭh	1	prapaṭhet	4
prapad	4	prapadyate	4
prabādh	9	prabādhita	4
prabudh	4	prabudhya	4
prabodhay	10	prabodhaya	4
prabodhay	10	prabodhayat	4
prabrū	2	prabrūta	4
prabrū	2	prabruvat	4
prabhāṣ	1	prabhāṣat	4
prabhās	1	prabhāsate	4
pramā	3	pramīyamāṇa	4
pramuc	6	pramucye	4
pramohay	10	pramohita	4
prayat	1	prayateran	4
prayat	1	prayatat	4
prayam	1	prayacchāmaḥ	4
prayam	1	prayacchantu	4
prayā	2	prayāsyāmaḥ	4
prayā	2	prāyām	4
prayā	2	prayāsye	4
prayuj	7	prayuñjanti	4
prayuj	7	prayujyante	4
prayuj	7	prayuñjīran	4
prayuj	7	prāyuñjata	4
prayojay	10	prayojayanti	4
prarud	2	prarudita	4
pralamb	1	pralambita	4
pralī	4	pralīyeta	4
pralobhay	10	pralobhyamāna	4
pravac	2	pravakṣyāmaḥ	4
pravac	2	proktvā	4
pravad	1	pravadati	4
pravas	1	pravasita	4
pravah	1	pravahanti	4
pravah	1	prohyamāṇa	4
pravā	4	pravāyati	4
pravikṛ	6	pravikīrṇa	4
pravicar	1	pravicarat	4
pravimuc	6	pravimucya	4
pravilamb	1	pravilambita	4
pravilī	4	pravilīna	4
pravilokay	10	pravilokya	4
praviś	4	praviśeyam	4
praviś	4	praviśema	4
praviś	4	praviśadhvam	4
praviś	4	pravekṣyat	4
praviś	4	praveśya	4
praveśay	10	praveśayati	4
pravṛt	1	pravarteran	4
pravṛt	1	pravartantām	4
pravṛt	1	pravartitum	4
pravartay	10	pravartayāmāsa	4
pravartay	10	pravartyamāna	4
prave	4	pravayati	4
pravyath	1	pravivyathe	4
pravyath	1	pravivyathuḥ	4
pravraj	1	pravrajanti	4
pravraj	1	pravrajiṣyāmi	4
praśam	1	praśaśāma	4
praśās	2	praśaśāsa	4
praśās	2	praśāsitum	4
prasad	1	prasīdet	4
prasad	1	prasasāda	4
prasah	1	prasahate	4
prasah	1	prasahya	4
prasic	4	prasiñcanti	4
prasū	2	prasaviṣyati	4
prasū	2	prāsāvīḥ	4
prasṛj	4	prasṛjati	4
praskhal	1	praskhalita	4
prastu	6	prastūyatām	4
prastu	6	prastutya	4
prasthā	1	prātiṣṭhat	4
prasthā	1	pratiṣṭhate	4
prasthā	1	pratiṣṭhantām	4
prasthā	1	prasthīyatām	4
prasthā	1	pratiṣṭhat	4
prasthāpay	10	prasthāpayat	4
prasraṁs	1	prasrasta	4
prasvap	2	prasvapiti	4
prahan	2	prajaghāna	4
prahā	3	prajahau	4
prahā	3	prajahati	4
prahi	5	prāhiṇvam	4
prahṛ	2	praharāmi	4
prahṛ	2	prāharam	4
prahṛ	2	prāharan	4
prahṛṣ	4	prahṛṣyet	4
prahlāday	10	prahlādayati	4
prāṇ	1	prāṇita	4
prādru	1	prādravat	4
prāp	1	prāpnoṣi	4
prāp	1	prāpam	4
prāp	1	prāpnuvantu	4
prāpay	10	prāpayanti	4
prāpay	10	prāpayāmāsuḥ	4
prārthay	0	prārthyamāna	4
prāv	1	prāva	4
prāv	1	prāvatam	4
prāv	1	prāvatam	4
prekṣ	1	praikṣata	4
prekṣ	1	prekṣya	4
preray	10	preraya	4
preray	10	preryate	4
preray	10	prerayat	4
preṣ	4	preṣyante	4
preṣ	4	apraiṣīt	4
preṣ	4	preṣyati	4
preṣay	10	preṣayāmaḥ	4
preṣay	10	preṣayanti	4
preṣay	10	preṣayiṣye	4
bhiṣajy	0	bhiṣajyati	4
vaśībhū	1	vaśībhavati	4
vikamp	1	vyakampata	4
vikuñcay	10	vikuñcita	4
vikṛ	5	vyakarot	4
vikṛt	6	vicakarta	4
vikṛṣ	6	vikarṣati	4
vikṛ	6	vikīryamāṇa	4
vikalpay	10	vikalpayati	4
vikalpay	10	vikalpyante	4
vikalpay	10	vikalpayat	4
vikram	1	vikramasva	4
vikrī	1	vikrīṇīte	4
vikrī	1	vikrīṇīran	4
vikrīḍ	1	vikrīḍat	4
vikruś	1	vikruṣṭa	4
vikruś	1	vikroṣṭum	4
vigarh	1	vigarhati	4
vigāh	1	vigāhamāna	4
vigranth	9	vigrathita	4
vighaṭṭay	10	vighaṭṭayet	4
vicar	1	vicarita	4
vicāray	10	vicārayati	4
vical	1	vicalitum	4
vicālay	10	vicālayat	4
vici	5	vicinvīta	4
vici	5	vicita	4
vici	5	vicinvāna	4
vicintay	10	vicintayāna	4
viji	1	vijayati	4
viji	1	vijetā	4
viji	1	vyajayanta	4
viji	1	vijayat	4
viji	1	vijetavya	4
viji	1	vijitavat	4
vijñā	9	vijānīyām	4
vijñā	9	vijajñau	4
vijñā	9	vijñāyante	4
vijñāpay	10	vijñāpayet	4
vijñāpay	10	vijñāpayiṣyāmi	4
vijñāpay	10	vijñāpitavat	4
vitan	8	vitanvāna	4
vitarkay	0	vitarkya	4
vitṛ	1	vitaranti	4
vitṛ	1	vitarat	4
vitras	4	vitatrāsa	4
vitrāsay	10	vitrāsyamāna	4
vidūṣay	10	vidūṣita	4
vidarśay	10	vyadarśayat	4
vidarśay	10	vidarśayiṣyāmaḥ	4
vidrāvay	10	vidrāvayāmāsa	4
vidrāvay	10	vidrāvayat	4
vidham	1	vidhamanti	4
vidham	1	vidhamet	4
vidham	1	vidhamiṣyanti	4
vidhā	3	vidadhāmi	4
vidhā	3	vidhāsyāmaḥ	4
vidhā	3	vidadhatu	4
vidhā	3	vyadhuḥ	4
vidhā	3	vidhāsyate	4
vidhā	3	vidadhate	4
