Лемма	Форма
anuniśam	anuniśamya
pac	apakṣyan
pac	apacanta
pācay	pācayat
anupat	anupatanti
pātay	pātayāmi
pātay	pātayat
pātay	pātayitum
anupad	anvapadyan
mṛś	mṛśa
mṛś	mṛṣṭa
anupaś	anupaśyet
anupaś	anupaśyeta
pā	apāt
pālay	pālayantu
pālay	pālayāna
puṣ	puṣyataḥ
poṣay	poṣaya
pūray	pūrayāmi
pūray	apūrayan
pūray	pūrayiṣyati
pūray	pūrayāmāsuḥ
pūray	pūryatām
ave	avaitu
avekṣ	avekṣeran
avekṣ	avekṣitavya
dhā	dhayanti
janay	janayeyam
janay	janayetām
janay	janayāmāsuḥ
janay	janayat
mud	modasva
mud	modadhvam
mud	modantām
mud	mumudire
anuprayam	anuprayacchata
anupraviś	anupraveṣṭavya
varjay	varjayāmi
varjay	varjayati
śuc	śuśucuḥ
śuc	śocaḥ
śuc	śuśukvas
sañj	sajet
sañj	sajjase
stṛ	astṛṇuta
stṛ	stṛtya
stṛ	startavai
sthāpay	asthāpayat
sthāpay	sthāpayate
plu	plavante
bandh	badhyase
bandhay	abandhayat
budh	boddhum
bodhay	bodhya
bodhay	bodhyamāna
anubudh	anubudhyeta
anubrū	anubravīmi
anubrū	anubruvīta
bhaj	bhajetām
bhaj	bhajata
bhaj	bhajase
bhaj	bhajāmahe
bhaj	bhajanta
bhājay	bhājayati
bhāṣ	bhāṣiṣyante
bhāṣ	abhāṣat
bhāṣ	babhāṣa
bhāṣ	bhāṣitavya
bhāṣay	bhāṣita
anubhāṣ	anubhāṣate
bhid	bhetsyati
bheday	bhedaya
anubhū	anubhavatu
anubhū	anubhavitum
bhrāj	bhrājanti
mad	mamāda
mad	mādyanti
mad	mandase
mad	madanīya
anuman	anumenire
mānay	mānayiṣyanti
mānay	mānyamāna
mantray	mantrayase
mantray	amantrayan
mā	māhi
māpay	amīmapat
māpay	māpayitum
anumā	anumāya
anumud	anvamodanta
anumud	anumoditavya
muh	muhyasi
muh	muhyantu
mṛ	mriyasva
mṛ	mṛthāḥ
mṛ	māraṇīya
mṛ	mamṛvas
māray	mārayitvā
mṛj	mārṣṭi
mṛj	mṛje
mṛj	māmṛje
mṛj	mṛjāna
anuyā	anuyānt
anuyuj	anuyujyatām
yojay	ayojayam
yojay	ayojayan
yojay	yojayiṣyāmi
yojay	yojayiṣyati
yojay	yojayāmāsuḥ
rakṣ	rakṣataḥ
rakṣ	rakṣeyuḥ
rakṣ	rakṣitavat
rañjay	arañjayat
anurañj	anurajyanti
ram	ramantām
ram	araṃsta
ram	rīraman
ram	ranta
ram	ratvā
rādh	rādhyatām
rādh	rādhyatām
rādh	arādhi
rādh	rādhya
ri	ariṇāḥ
ri	riṇat
rud	arudat
rud	rudat
rud	roditavya
labh	alabhe
labh	labdhāsmi
lip	alipsata
lī	līyeta
lobhay	lobhanīya
anulomay	anulomayati
anuvad	anuvadat
anuvarṇay	anuvarṇayet
anuvid	anuvindanti
nard	nardet
sic	siñcatu
sic	siñcantu
sic	asiñcat
sic	siṣeca
anuvīkṣ	anuvīkṣya
vījay	vījyate
vṛ	avṛṇoḥ
vṛ	vṛṇvate
vṛ	aurṇot
vāray	vārayiṣyati
vāray	vārayate
vāray	avārayata
vāray	vārayiṣyate
anuvartay	anuvartyate
veṣṭ	veṣṭat
anuveṣṭay	anuveṣṭita
anuśaṁs	anuśaṃsanti
śak	śakyāmi
śak	śakema
śak	śaktam
śak	śakat
śikṣay	aśikṣayam
śās	śiṣyāt
śās	śāstu
śās	śāsita
anuśās	anuśāsmi
anuśās	anuśāsiṣyāmi
śuṣ	śuṣyet
śuṣ	śuṣyatu
śuṣ	śuṣyate
śoṣay	śoṣayataḥ
śoṣay	aśoṣayat
anuśru	anuśrūyate
sac	sacadhvam
anuṣañj	anuṣajet
sidh	sidhyante
rabh	rabhemahi
smṛ	smareyam
smṛ	smariṣyati
smāray	smārayāmāsa
khyāpay	khyāpayanti
anusaṁcintay	anusaṃcintya
anusaṁjvar	anusaṃjvaret
anusaṁtan	anusaṃtata
anusaṁdhā	anusaṃdhīyatām
anusaṁdhā	anusaṃdhāya
anusaṁdhā	anusaṃdheya
anusṛ	anusasruḥ
anusāray	anusārayet
anusāray	anusārya
anuhā	anuhāya
dṛh	adṛṃhat
das	dasyati
antardhā	antaradhāt
antarbhū	antarbhavanti
andhīkṛ	andhīkṛta
av	avatām
av	avata
lup	lupyeta
anvavahṛ	anvavahṛtya
anvave	anvavetya
yātay	yātayantām
anvāruh	anvāruroha
anvi	anuyanti
apakṛ	apakṛtya
apakṛṣ	apakṛṣyante
apakram	apakrāmanti
apakram	apakrāmet
apakram	apakrāmat
apagā	apāgāt
apaci	apacīyate
chāday	chādayati
chāday	chādayiṣyāmi
tras	traset
tras	atrasan
trāsay	trāsayet
trāsay	trāsaya
trāsay	trāsayitvā
dhū	dhunute
dhū	dhūnute
dhū	dhūnuhi
dhū	dhūtvā
dhṛṣ	dhṛṣat
apanī	apanayat
apayā	apayāt
apayā	apayātum
yāpay	ayāpayam
yāpay	ayāpayat
yāpay	yāpyante
yu	yuyotu
likh	likhitum
lekhay	lekhayitvā
vadh	vadhiṣyanti
vadh	avadhyata
apavṛ	aporṇute
apaśri	apaśrita
vas	uvāsa
vas	āvaḥ
vī	vivāya
vī	vīta
apasṛ	apasarat
apasāray	apasārayet
apasphur	apasphurat
apahan	apaghnanti
apahan	apāghnan
apahas	apahasita
hā	jihītām
hā	jihatām
hā	jihīte
hi	hinoti
hi	hiṇomi
hi	aheṣata
hi	hinvat
apahṛ	apaharanti
apahṛ	apahariṣyāmi
apahṛ	apahriyamāṇa
apahṛ	apahārya
apākṛ	apākartum
apāvṛ	apāvṛṇot
apāvṛ	apāvṛtya
apāvṛt	apāvṛtta
apās	apāsyati
pṛc	pṛñcanti
mṛṣ	mṛṣye
mṛṣ	mṛṣyāmi
mṛṣ	mṛṣyat
marṣay	marṣayanti
yāc	yācanti
yāc	yayācire
yāc	yācyatām
apivṛ	apīvṛta
vraśc	vṛścanti
vraśc	avṛścat
śṛ	śṛṇāti
śṛ	śīryeta
śṛ	śṛṇātu
apoh	apoḍha
apoh	apohya
abhikāṅkṣ	abhikāṅkṣati
abhikāṅkṣ	abhikāṅkṣate
abhikṛ	abhikīrṇa
abhikrand	abhikrandat
ghṛ	jigharmi
abhighrā	abhijighrāmi
abhighrā	abhijighret
coday	codayet
coday	codayaḥ
coday	codayat
abhijan	abhijajñe
abhiji	abhijita
abhiji	abhijitya
abhijuṣ	abhijuṣṭa
abhijñā	abhijñeya
tarjay	tarjayet
abhitṛd	abhyatṛṇat
tyaj	tyajantu
tyaj	tyajeta
tyaj	tyajya
tyaj	tyajyamāna
abhitvar	abhitvarat
dih	dihet
dīkṣay	dīkṣayanti
dīkṣay	dīkṣayitvā
dīp	dīpyante
dīp	dīpyati
dīpay	dīpayāmāsa
dīpay	dīpayitvā
duh	dogdhi
duh	duhāte
duh	aduhat
abhidru	abhidravati
druh	druhyati
abhidhā	abhyadhām
abhidhā	abhidhatsva
abhidhā	abhyadhāyi
abhidhā	abhidadhāna
abhidhyai	abhyadhyāyat
abhidhyai	abhyadhyāyan
abhinand	abhinananduḥ
abhinanday	abhyanandyata
abhinard	abhinardat
abhinidhā	abhinidhāya
pīḍay	pīḍayāmāsuḥ
pīḍay	pīḍayitum
abhinipīḍay	abhinipīḍita
abhinirdiś	abhinirdiśet
abhinirvṛt	abhinirvartamāna
abhiniṣpad	abhiniṣpadyate
abhiniṣpad	abhiniṣpanna
abhipat	abhipatati
abhipat	abhipatita
abhipaś	abhipaśyat
pūjay	pūjayāmaḥ
pūjay	apūjayam
pūjay	pūjyantām
pūjay	pūjayeta
pūjay	pūjayasva
pūjay	pūjayitavya
piś	piṃśatu
piś	pipiśe
pyā	pipyatam
pyā	pīpyāna
math	mathnāti
math	mathya
abhiprayā	abhiprayāta
vardhay	vardhayiṣyati
śudh	śudhyantām
abhipraśaṁs	abhipraśaṃsat
śodhay	śodhayati
śodhay	śodhyate
śodhay	śodhya
śodhay	śodhayitum
sah	asahanta
sah	sahiṣye
sah	sehuḥ
sah	sahyatām
sah	sāsahyāma
abhiplu	abhiplutya
bhañj	bhajyante
bhañj	bhañja
abhibhū	abhyabhavat
abhiman	abhimanyati
abhiman	abhimanyamāna
abhimantray	abhimantrayeta
abhimantray	abhimantrayeta
abhimanth	abhimathya
mih	mehet
mṛd	amṛdnāt
mṛd	mardyāt
mṛd	mardamāna
abhiyāc	abhiyācita
abhiyuj	abhiyujya
yudh	yudhyante
yudh	ayudhyatām
yudh	yudhyati
yudh	yoddhum
yodhay	yodhayeyam
yodhay	ayodhayam
yodhay	ayodhayata
yodhay	ayodhayanta
abhirakṣ	abhirakṣet
abhirañj	abhirakta
abhiram	abhireme
rā	rare
rā	rāsantām
rā	arāsata
rādhay	rādhayāni
ruj	rujat
abhilap	abhilapyate
abhivad	abhyavadan
vam	vamat
vam	vamya
vāmay	vāmayati
van	vanāmahe
van	vanatam
van	avanvata
van	vanvāna
val	valate
vaś	vaśaḥ
abhivah	abhivahati
vij	vigna
veday	avedayat
veday	vedayitvā
abhivīkṣ	abhivīkṣe
abhivīkṣ	abhivīkṣate
abhivīkṣ	abhivīkṣita
vṛ	vavṛmahe
vṛ	vārya
varay	varayāmāsuḥ
abhivṛ	abhivṛta
vyath	vyathati
vyath	vyathanti
abhivṛṣ	abhivarṣati
abhivyadh	abhivivyādha
abhivyāhṛ	abhivyāhṛta
abhivraj	abhivrajat
abhiśaṁs	abhiśasyamāna
śnath	śiśnathaḥ
śrī	śrīṇat
śrī	śrīṇāna
śram	śrāmyati
abhiśru	abhiśrutya
abhiṣic	abhiṣiñcāmaḥ
abhiṣic	abhiṣiñca
abhiṣic	abhyaṣiñcanta
sīv	sīvyatu
abhiṣu	abhiṣuṇvanti
sūday	sūdayitvā
skhal	skhalanti
skhal	caskhaluḥ
stambhay	stambhaya
stambhay	stambhayitvā
abhisatkṛ	abhisatkṛtya
abhisaṁdhā	abhisaṃdhātum
abhisaṁdhā	abhisaṃdhya
abhisamāvṛt	abhisamāvartanta
abhisampad	abhisaṃpadyante
abhisamprāp	abhisamprāpta
abhisambandh	abhisaṃbadhyate
mūrchay	mūrchayati
sāntvay	sāntvayitum
sādhay	sādhayāmāsa
sādhay	sādhyamāna
snā	snātavya
snā	snāyat
bhram	abhramat
bhram	bhramase
bhrāmay	abhrāmayat
lag	laganti
lajj	lajjāmahe
lamb	lambāmahe
lambay	lambayet
lih	leḍhi
lih	lihāna
smi	asmayata
abhihan	abhyaghnat
ghātay	ghātayiṣyāmi
hṛṣ	harṣate
hṛṣ	hṛṣyat
hlāday	hlādayate
naṭ	naṭat
abhī	abhyetu
abhī	abhīta
abhī	abhītya
abhīndh	abhīddha
abhyatikram	abhyatikrānta
abhyatikram	abhyatikrāntum
abhyatī	abhyatītya
abhyanuvac	abhyanūvāca
abhyavakṛ	abhyavakiranti
abhyavakṛ	abhyavakīrya
abhyavahṛ	abhyavaharat
abhyasūy	abhyasūyanti
abhyākhyā	abhyākhyāta
abhyāgam	abhyāgacchat
abhyādhā	abhyādadhyāt
abhyāpat	abhyāpatat
abhyāvṛt	abhyāvarte
abhyāsad	abhyāsanna
abhyukṣ	abhyukṣet
abhyudīkṣ	abhyudaikṣata
abhyupe	abhyupeyivas
amitray	amitrayat
trā	trāsīthām
truṭ	truṭati
daṁś	daśa
daṁś	dadaṃśuḥ
daṁś	daṣṭvā
arday	ardaya
alaṁkṛ	alaṃcakruḥ
alaṁkṛ	alaṃkuryāt
alaṁkṛ	alaṃkartum
avakṛt	avacakarta
avakṛ	avakiret
kṣepay	kṣepya
avakṣip	avākṣipat
avagam	avagantum
avagāh	avagāhet
grāhay	grāhayeyuḥ
grāhay	agrāhayat
grāhay	grāhayitavya
bhī	bibhīyāt
ghaṭṭay	ghaṭṭayati
avaghṛṣ	avaghṛṣya
cyāvay	cyāvaya
cyāvay	acyāvayat
avacūrṇay	avacūrṇya
avaji	avajeṣyāmi
avajñā	avajānāsi
avajñā	avajānīyāt
avajñā	avajānat
jvalay	jvalayati
jvalay	jvalayat
toṣay	toṣayanti
toṣay	toṣayatu
tāray	tārayeyam
avatṛ	avataret
avatṛ	avātaram
avatṛ	avātiraḥ
avadāray	avadārita
avadhāray	avadhārya
avanam	avanamya
pāṭay	pāṭayāmāsa
avapad	avapadyate
avabudh	avabudhyeta
avabudh	avabudhyanta
avabudh	avabudhyamāna
avabudh	avabuddhavat
bhartsay	bhartsayitvā
bhaṣ	bhaṣat
avabhās	avabhāsamāna
avaman	avamaṃsyate
avaman	avamanyata
muṣ	moṣīḥ
muṣ	muṣiṣyāmaḥ
avayaj	avayajati
avarudh	avaruṇaddhi
avarudh	avarundhate
avarudh	avarudhya
avaruh	avarohata
avalamb	avalambante
avalamb	avalambeta
avalī	avalīyate
vrīḍ	vrīḍat
avalokay	avalokaya
avalokay	avalokayāmāsa
avalokay	avalokitum
avavad	avavadiṣyāmi
san	asanāma
san	sanat
śvit	aśvait
avasā	avasyati
avasthā	avatiṣṭhete
avasthā	avātiṣṭhata
avasthā	avatiṣṭhata
avahā	avahīyate
uṣ	oṣati
uṣ	uṣyate
asūy	asūyāmi
asūy	asūyati
asūy	asūyanti
kan	cākan
kan	cake
ākṛṣ	ākarṣati
ākṛṣ	ākṛṣya
ākrand	ākrandat
ākrand	ākrandat
ākram	ākrāmanti
ākram	ākramyate
ākram	ākramet
ākram	ākrāmat
ākruś	ākrośat
ākṣip	ākṣipate
ākṣip	ākṣipyamāṇa
ākhyā	ākhyāyante
āgam	āgaccheyam
āgam	āgantāraḥ
āgam	āgacchethāḥ
āgam	āgamya
āgā	āgāt
ācakṣ	ācakṣmahe
ācakṣ	ācacakṣire
ācakṣ	ācakṣadhvam
ācakṣ	ācacakṣuḥ
ācakṣ	ācaṣṭām
ācam	ācāma
ācar	ācareyam
ācar	ācaritavya
ācar	ācaraṇīya
ācar	ācarya
āci	ācinot
āji	ājayat
ājñā	ājānanti
ājñāpay	ājñāpyatām
āñc	ācita
ātan	ātatāna
ātan	ātanvat
ātap	ātapat
ātap	ātapta
ādā	ādadyuḥ
ādā	ādāt
ādā	ādaduḥ
ādā	ādāsyase
ādā	ādāsyate
ādā	ādadet
ādā	ādadāte
ādā	ādāsyat
ādiś	ādiśyatām
ādīpay	ādīpayāmāsa
ādhā	ādhīyante
ādhā	ādhattām
ādhā	ādadhata
ādhāv	ādhāvat
ādhāv	ādhāvat
ādhmāpay	ādhmāpayet
ānah	ānahyate
ānī	ānayat
āpāṭay	āpāṭya
prī	prīṇāmi
prī	prīyete
prī	prīyāmahe
prī	prīyetām
prī	prīyeta
āplāvay	āplāvita
ābandh	ābadhnīte
ābandh	ābadhnat
ābhaj	ābhajat
ābhāṣ	ābhāṣate
ābhāṣ	ābhāṣata
ābhāsay	ābhāsayati
bhakṣay	bhakṣayitā
bhakṣay	bhakṣayitavya
ābhuj	ābhujya
ābhū	ābhavet
āmantray	āmantrayet
āmantray	āmantrayata
āmantray	āmantrayitum
āmṛś	āmṛśati
āyaj	āyajanta
radh	radhāma
radh	rīradhaḥ
rad	rada
rad	aradat
āyāc	āyācita
āyāc	āyācitum
ārabh	ārabhyante
ārabh	ārabhya
ārabh	ārabhe
ārādhay	ārādhayanti
ārudh	ārundhate
āruh	ārohanti
āruh	āruhet
āropay	āropayanti
āropay	āropaya
āropay	āropyate
lakṣay	lakṣayāmi
lakṣay	alakṣayam
lakṣay	lakṣya
ālakṣay	ālakṣyate
ālag	ālagna
ālamb	ālambamāna
ālih	ālīḍha
āloḍay	āloḍayet
āloḍay	āloḍya
ālokay	ālokyate
āvas	āvasa
āvas	āvasat
āvāhay	āvāhaya
āvāhay	āvāhita
āveday	āvedya
āviś	āviśam
āveśay	āveśya
āviṣkṛ	āviṣkaroti
āvartay	āvartaya
āvartay	āvartanīya
āvartay	āvartayitvā
āvraj	āvrajan
āśaṁs	āśaśaṃse
spṛhay	spṛhayati
āśri	āśrayati
āśri	āśrīyate
āśru	āśṛṇvat
śrāvay	śrāvayanti
śrāvay	śrāvayiṣyāmi
āśvas	āśvasat
āśvāsay	āśvāsayet
āśvāsay	āśvāsayan
āśvāsay	āśvāsayitum
āsad	āsedatuḥ
āsāday	āsādayanti
āsāday	āsādayāmāsa
āsāday	āsādyate
āsāday	āsādayitum
āstṛ	āstṛṇāti
āsthā	ātiṣṭhati
āsthā	ātiṣṭhata
āsthā	āsthīyatām
āsthā	āstheya
sphuṭ	sphuṭet
sphuṭ	asphuṭat
sphoṭay	sphoṭayat
āsphālay	āsphālayat
svad	svadasva
svāday	svādita
svap	supyatām
āsvāday	āsvādyate
āsvāday	āsvādayat
āhan	āhanti
āhan	āhanyāt
hiṁs	hiṃsiṣṭam
hiṁs	hiṃsitvā
āhṛ	āharata
āhāray	āhārya
āhṛṣ	āhṛṣṭa
āhvā	āhvayanti
āhvā	āhvayase
āhvā	āhvayāna
ucchid	ucchidyate
ucchid	ucchidyante
ucchid	ucchettum
ucchri	ucchrayasva
ucchvāsay	ucchvāsita
ujjval	ujjvalat
uḍḍī	uḍḍīna
utkram	utkramaṇīya
utkruś	udakrośat
utkṣip	utkṣipati
dabh	dabhāti
dabh	dadambha
dabh	dabhāya
uttolay	uttolya
uttṛ	uttarati
uttṛ	uttartum
uttāray	uttārayanti
utpat	utpetatuḥ
utpad	utpadya
utpāday	udapādayam
utpāday	utpādayiṣyāmi
utpāday	utpādayiṣyasi
utpāday	utpādayatu
utpāday	utpādayat
utpāday	utpādayat
utpū	utpunāmi
pāray	pārayāmasi
pāray	pārita
pāray	pārayitvā
utprekṣ	utprekṣita
utsad	utsīdanti
utsṛj	utsṛjeyuḥ
utsṛj	utsṛjata
udāhṛ	udāhara
udāhṛ	udāhariṣyāmaḥ
udgā	udagāt
udgā	udgāyat
udgranth	udgrathya
udghuṣ	udghuṣya
uddiś	uddiśanti
ghoṣay	aghoṣayan
ghoṣay	ghoṣayitvā
uddīp	udadīpyata
udbhid	udbhidya
udbhū	udbhavati
bhāvay	bhāvya
bhāvay	bhāvyamāna
udbhram	udbhrāmya
udyam	udayacchan
bhūṣay	bhūṣayāmāsa
vāday	vādayāmāsuḥ
udvam	udvamati
udvāsay	udvāsayati
udvāhay	udvāhita
udvij	udvije
udvejay	udvejayanti
udvartay	udvartayat
unnam	unnamanti
unnam	unnamat
unnaś	udānaṭ
māday	mādaya
māday	mādayadhyai
unmocay	unmocya
yājay	yājayeyuḥ
yājay	yājayat
unmūlay	unmūlayat
unmūlay	unmūlya
unmṛj	unmārṣṭi
unmṛj	unmṛjya
upakṛ	upakaroti
upakṛ	upakurute
upakṛ	upakīrṇa
upakalpay	upakalpayate
upaklid	upaklinna
upagam	upagacchat
upaguh	upagūhati
upagrah	upagṛhṇīyāt
upaghrā	upajighrat
upacar	upacaranti
upaci	upacinoti
jambhay	jambhaya
upajap	upajapat
upatap	upatapyate
upadarśay	upadarśayat
upadhā	upadadhyāt
upadham	upadhamet
dhūpay	dhūpayitvā
upanah	upanaddha
upanāhay	upanāhya
upanimantray	upanimantrayate
upanimantray	upanimantrya
upanī	upaninyuḥ
upanī	upanīyatām
upanī	upaninye
upanī	upanayat
upanī	upaneya
upapāday	upapādayanti
upapāday	upapādayat
upapāday	upapādayiṣyate
upaparīkṣ	upaparīkṣate
upapīḍay	upapīḍam
upabhuj	upabhujyatām
upabhuj	upabhojya
bhojay	bhojayanti
bhojay	bhojayiṣyati
bhojay	bhojya
upamath	upamathya
upamantray	upamantrayante
upayā	upayātu
upayā	upayayuḥ
upayā	upayānt
upayuj	upayuñjate
uparacay	uparacita
uparam	uparamet
uparudh	uparuṇaddhi
uparudh	uparudhya
uparudh	uparudhyamāna
uparuh	uparūḍha
upalakṣay	upalakṣayati
upalabh	upalapsyate
upalabh	upalabhet
upalabh	upalabhyeta
upalip	upalipyate
upavah	upohya
upavah	upavāhya
upaviś	upaviśataḥ
upaveśay	upāveśayat
upavṛt	upavartate
upavṛt	upāvartata
upavṛt	upavṛtta
upasaṁsṛj	upasaṃsṛjya
upasaṁkram	upasaṃkramya
upasad	upasīdanti
upasad	upāsīdan
upasaṁbhṛ	upasaṃbhṛta
upasṛj	upasṛjanti
upasṛj	upasṛjyate
bṛṁhay	bṛṃhaṇīya
upastu	upastutya
upastṛ	upastṛṇāti
upasthā	upatiṣṭhasi
upasthā	upatiṣṭhasva
upasthā	upatasthivas
upasthāpay	upasthāpaya
upaspṛś	upaspṛśati
upaspṛś	upaspṛśa
upaspṛś	upāspṛśat
upasveday	upasvedya
upahan	upaghnanti
upahā	upajahi
upahṛ	upāharan
upāgam	upājagāma
upāgam	upāgahi
upādā	upādatsva
dāpay	adīdapat
upānī	upānīta
upāram	upārama
upāram	upārata
upāvaruh	upāvaroha
upāvṛt	upāvartitum
upāś	upāśnāti
upās	upāsīran
upās	upāsanti
upe	upeyātām
upe	upaitu
upekṣ	upekṣasva
upekṣ	upekṣitavya
upopaviś	upopaviveśa
e	aihi
e	etana
eray	erayasva
kṣoday	kṣodayitvā
kṣobhay	kṣobhayiṣyāmi
charday	charditavat
jaray	jarayiṣyati
taṁs	tatasre
tirobhū	tirobhūta
troṭay	troṭita
tviṣ	titviṣe
daṇḍay	daṇḍayati
daṇḍay	daṇḍanīya
daṇḍay	daṇḍayitvā
drāvay	drāvayati
niḥṣṭhā	nistiṣṭhati
niḥsṛ	niḥsarate
nikṛt	nikṛntata
nikṣip	nikṣiptavat
nigrah	nigṛhṇīmaḥ
nigrah	nigṛhṇīṣva
nidhā	nidhatsva
nidhā	nidhātum
nipātay	nipātayāmāsa
nipad	nipadyamāna
nibandh	nibabandha
nimajj	nyamajjata
nimantray	nyamantrayat
nimā	nimīyate
nimiṣ	nimiṣati
nimīl	nimīlat
nimruc	nimrocat
niyuj	niyokṣyati
niyojay	niyojayasi
nirah	nirāha
nirīkṣ	niraikṣata
nirīkṣ	nirīkṣyate
nirudh	nirudhyante
nirudh	nirundhat
nirodhay	nirodhayati
nirodhay	nirodhita
nire	niraitu
nirṇij	nirṇijya
nirṇī	nirṇīya
nirṇud	nirṇudati
nirdah	nirdaha
nirdah	nirdahiṣyāmi
nirdah	nirdahyamāna
nirdham	nirdhmāta
nirdhāray	nirdhārita
nirbandh	nirbaddha
nirbandh	nirbadhyamāna
nirbhartsay	nirbhartsayatu
nirbhid	nirbibhiduḥ
nirmā	nirmimīte
nirmā	nirmātum
nirmāpay	nirmāpayet
nirmuc	nirmucyamāna
niryā	niryāyāt
niryā	niryātu
niryā	niryātum
nirlikh	nirlikhet
nirvac	nirucyante
nirvac	nirvācya
nirvap	niravapan
nirvap	nirupyate
nirvā	nirvāti
nirvid	nirviṇṇa
nirviś	nirviśat
nirvṛ	nirvṛta
nirvartay	nirvartayanti
nirvartay	niravartayat
nirvartay	nirvartayāmāsa
nirvartay	nirvartayitum
nilī	nilīyante
nilī	nililyuḥ
nilī	nilīya
nivap	nyupta
nivas	nivasya
nivas	nivasate
nivid	niveditum
niviś	niviśante
nivāray	nivārayāmāsuḥ
nivṛt	nivartatām
nivṛt	nivartantām
nivṛt	nivartat
nivartay	nivartayat
niśam	niśamyatām
niṣad	niṣīdanti
niṣic	niṣicya
niṣidh	niṣidhya
niṣkṛt	nirakṛntata
niṣkṛṣ	niścakarṣa
niṣṭap	niṣṭapya
niṣṭhīv	niṣṭhīvati
niṣpat	niṣpatita
niṣpā	niṣpīta
nihan	nijaghnire
nihan	nihanyamāna
nihan	nihatvā
nihve	nihvayante
nyṛṣ	nyṛṣṭa
nyer	nyerire
parākṛ	parākṛta
parikṛṣ	parikarṣati
parikṛṣ	parikarṣat
parikram	paricakramuḥ
parikram	parikramat
parikrī	parikrīṇāti
parikṣi	parikṣīyate
parigam	parigacchati
garhay	garhayate
parigā	paryaguḥ
parigrah	parigṛhṇanti
parigrah	paryagṛhṇāt
parigrah	paryagṛhṇan
parigrah	paryagṛhṇanta
parigrah	parigṛhṇīyām
parigrah	parigrāhya
paricar	paricariṣyanti
paricāray	paricārayasva
paricāray	paricārita
parici	paricita
paricchid	paricchidya
parijṛ	parijīrṇa
parijñā	parijñātum
pariṇam	pariṇamanti
pariṇāmay	pariṇāmayet
pariṇāmay	pariṇāmya
paritap	paritapta
parityaj	parityajāmi
paritrā	paritrāhi
paridah	paridahyamāna
paridṛś	paryapaśyat
paridhā	paridadhyuḥ
paridhā	paridadhīta
paridhāv	paridhāvanti
paridhāv	paryadhāvat
paridhāv	paryadhāvatām
paridhāv	paryadhāvan
paridhāv	paryadhāvata
parinirvā	parinirvānti
parinirvā	parinirvātu
paripīḍay	paryapīḍayan
paripracch	paripṛcchāmi
paripracch	paryapṛcchan
paripracch	paripṛcchya
paribhāṣ	paribhāṣante
paribhram	paribabhrāma
parimuc	parimucya
parimohay	parimohita
parimṛj	parimārṣṭi
parimṛj	parimṛjāmi
parimṛś	parimṛśat
parimṛś	parimṛśyamāna
parirakṣ	parirakṣata
parilip	parilipya
parivas	paryuṣita
parivid	parividyate
parivarjay	parivarjya
parivṛt	parivṛtya
parivṛt	parivartitum
parivartay	paryavartayat
parivraj	parivrajat
pariśiṣ	pariśiṣya
pariśodhay	pariśodhita
pariśoṣay	pariśoṣita
pariṣic	pariṣicyamāna
pariṣev	parisevita
pariṣṭhā	pariṣṭhita
parihas	parihasat
parihā	paryahīyata
parihṛ	pariharanti
pare	pareta
pare	parait
paryaṭ	paryaṭet
paryanuyuj	paryanuyukta
paryavasā	paryavasita
paryavāp	paryavāpyamāna
paryādā	paryādāya
paryupasthā	paryupātiṣṭhan
paryupās	paryupāsata
paryupās	paryupāsya
paryūh	paryauhan
piṇḍīkṛ	piṇḍīkṛtya
purodhā	purohita
prakīrtay	prakīrtayet
prakīrtay	prakīrtaya
prakṛ	prakuruṣva
prakram	prākrāmat
prakram	prakramiṣyati
prakram	prakrāmat
prakṣubh	pracukṣubhe
pragam	prajagāma
pragā	pragīyate
pragā	pragāyat
pracoday	prācodayat
pracoday	pracodayāmāsa
pracoday	pracodayat
pracūrṇay	pracūrṇayet
pracchāday	pracchādya
praccharday	pracchardayet
pracchā	pracchāya
praccyāvay	prācyāvayat
praccyāvay	pracyāvita
prajan	prajāyasva
prajan	prajajñivas
prajñā	prajānanti
prajval	prājvalat
prajvālay	prajvālita
praṇaś	praṇak
praṇaś	praṇaśyantu
praṇaś	praṇaśyeta
praṇī	praṇīyante
praṇud	praṇudat
praṇoday	praṇodita
pratan	pratāyate
pratam	pratāmyati
pratam	pratāmyat
pratikāṅkṣ	pratikāṅkṣitavya
pratikṛ	pratikurvanti
pratikṛ	pratikriyate
pratikram	praticakrame
pratikram	pratikrānta
pratigam	pratijagmatuḥ
pratigam	pratigantum
pratigrah	pratigṛhītavat
praticakṣ	praticakṣya
praticchāday	praticchādya
pratijñā	pratyajānan
pratidhā	pratihita
pratinivṛt	pratinivartante
pratipad	pratipatsyati
pratipāday	pratipāditavat
pratipālay	pratipālyatām
pratipālay	pratipālayat
pratipīḍay	pratipīḍya
pratipūjay	pratipūjayanti
pratibandh	pratibadhyate
pratibādh	pratibādhitavya
pratibādh	pratibādhitum
pratibudh	pratyabudhyanta
pratibodhay	pratibodhyate
pratibodhay	pratibodhya
pratibrū	pratyabruvam
pratibhāṣ	pratyabhāṣanta
pratibhṛ	pratibhṛta
pratimantray	pratimantrita
pratimuc	pratimuñcati
pratiyā	pratiyātu
pratiyā	pratiyāsyāmi
pratiyudh	pratyayudhyanta
pratilabh	pratilabhate
prativac	prativaktāsmi
prativac	pratyuktvā
pratividhā	pratividhāya
prativāray	prativārya
prativyūh	pratyavyūhanta
pratisamās	pratisamāsitum
pratisaṁmoday	pratisaṃmodya
