final_member	mw_class	mw_first_members	corpus_compounds	corpus_tokens	corpus_first_members	overlap_first	mw_only_first	corpus_only_first	corpus_status
māṇya	UTTARAPADA	2	0	0	0	0	2	0	absent
mī	UTTARAPADA	2	6	0	4	0	2	4	final
mūra	UTTARAPADA	2	1	0	1	0	2	1	final
mūrchana	UTTARAPADA	2	8	3	6	0	2	6	final
mūrchita	UTTARAPADA	2	0	0	0	0	2	0	absent
mūrtidhara	UTTARAPADA	2	0	0	0	0	2	0	absent
mūta	UTTARAPADA	2	1	1	1	1	1	0	final
mūti	UTTARAPADA	2	0	0	0	0	2	0	absent
mūtraka	UTTARAPADA	2	3	6	2	0	2	2	final
mūtratā	UTTARAPADA	2	0	0	0	0	2	0	absent
mūṣika	UTTARAPADA	2	1	1	1	0	2	1	final
mūṣā	UTTARAPADA	2	66	76	45	0	2	45	final
mṛdu	UTTARAPADA	2	28	14	20	0	2	20	final
mṛtsna	UTTARAPADA	2	0	0	0	0	2	0	form_variant
mṛṇāla	UTTARAPADA	2	5	5	3	0	2	3	final
mṛṣṭa	UTTARAPADA	2	1	0	1	1	1	0	final
nadi	UTTARAPADA	2	0	0	0	0	2	0	absent
nadībhava	UTTARAPADA	2	0	0	0	0	2	0	absent
nagaram	UTTARAPADA	2	0	0	0	0	2	0	absent
naimittika	UTTARAPADA	2	6	6	2	1	1	1	final
naka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
naktam	UTTARAPADA	2	0	0	0	0	2	0	absent
nakṣatramālikā	UTTARAPADA	2	0	0	0	0	2	0	absent
naptṛ	UTTARAPADA	2	7	6	6	0	2	6	final
napāt	UTTARAPADA	2	1	1	1	1	1	0	final
narda	UTTARAPADA	2	1	0	1	1	1	0	final
nareśvara	UTTARAPADA	2	0	0	0	0	2	0	absent
narta	UTTARAPADA	2	0	0	0	0	2	0	absent
nati	UTTARAPADA	2	1	1	1	0	2	1	final
naukā	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
navanītaka	UTTARAPADA	2	0	0	0	0	2	0	absent
nayanī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
naḍa	UTTARAPADA	2	1	2	1	0	2	1	final
naṣṭa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
nediṣṭha	UTTARAPADA	2	0	0	0	0	2	0	absent
nejana	UTTARAPADA	2	1	1	1	0	2	1	final
netraka	UTTARAPADA	2	0	0	0	0	2	0	absent
netratā	UTTARAPADA	2	0	0	0	0	2	0	absent
netrikā	UTTARAPADA	2	0	0	0	0	2	0	absent
netrī	UTTARAPADA	2	1	1	1	0	2	1	final
nibarhaṇa	UTTARAPADA	2	11	12	9	1	1	8	final
nidhitīrtha	UTTARAPADA	2	0	0	0	0	2	0	absent
nigadin	UTTARAPADA	2	0	0	0	0	2	0	absent
nigama	UTTARAPADA	2	7	6	5	0	2	5	final
nighna	UTTARAPADA	2	4	5	4	0	2	4	final
nigrahaṇa	UTTARAPADA	2	8	8	8	1	1	7	final
nikhāta	UTTARAPADA	2	0	0	0	0	2	0	absent
nikṛntana	UTTARAPADA	2	2	2	2	1	1	1	final
nikṣepa	UTTARAPADA	2	7	8	7	0	2	7	final
nilayā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
nimaya	UTTARAPADA	2	0	0	0	0	2	0	absent
nimita	UTTARAPADA	2	0	0	0	0	2	0	absent
nimīlikā	UTTARAPADA	2	0	0	0	0	2	0	absent
nimīlita	UTTARAPADA	2	0	0	0	0	2	0	absent
nināda	UTTARAPADA	2	24	27	18	0	2	18	final
nipātana	UTTARAPADA	2	2	2	2	0	2	2	final
nirata	UTTARAPADA	2	4	3	4	0	2	4	final
nirati	UTTARAPADA	2	1	1	1	1	1	0	final
nirgamana	UTTARAPADA	2	4	3	4	0	2	4	final
nirgata	UTTARAPADA	2	0	0	0	0	2	0	absent
nirghāta	UTTARAPADA	2	4	1	2	1	1	1	final
nirghṛṇa	UTTARAPADA	2	1	1	1	0	2	1	final
nirmala	UTTARAPADA	2	18	9	15	1	1	14	final
nirmocana	UTTARAPADA	2	1	1	1	0	2	1	final
nirmoka	UTTARAPADA	2	8	8	5	0	2	5	final
nirmālya	UTTARAPADA	2	9	9	8	0	2	8	final
nirukta	UTTARAPADA	2	4	2	3	0	2	3	final
nirukti	UTTARAPADA	2	1	1	1	0	2	1	final
nirvacana	UTTARAPADA	2	3	4	3	0	2	3	final
nirveda	UTTARAPADA	2	14	9	10	1	1	9	final
nirviśeṣa	UTTARAPADA	2	9	8	8	0	2	8	final
nirvṛti	UTTARAPADA	2	4	4	4	0	2	4	final
niryukti	UTTARAPADA	2	0	0	0	0	2	0	absent
niryātaka	UTTARAPADA	2	0	0	0	0	2	0	absent
niryātana	UTTARAPADA	2	3	5	2	2	0	0	final
nirīkṣaka	UTTARAPADA	2	0	0	0	0	2	0	absent
nirṇejaka	UTTARAPADA	2	3	3	3	1	1	2	final
nirṇejana	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
nisūdana	UTTARAPADA	2	0	0	0	0	2	0	absent
nityapūjāvidhi	UTTARAPADA	2	0	0	0	0	2	0	absent
nivartana	UTTARAPADA	2	2	1	2	0	2	2	final
nivedana	UTTARAPADA	2	1	1	1	0	2	1	final
nivṛtta	UTTARAPADA	2	0	0	0	0	2	0	absent
niyoga	UTTARAPADA	2	36	20	20	0	2	20	final
niścala	UTTARAPADA	2	8	4	8	1	1	7	final
niśreṇī	UTTARAPADA	2	0	0	0	0	2	0	absent
niśvāsa	UTTARAPADA	2	4	4	4	0	2	4	final
niṣeka	UTTARAPADA	2	4	4	4	1	1	3	final
niṣevita	UTTARAPADA	2	0	0	0	0	2	0	absent
niṣkramaṇa	UTTARAPADA	2	7	5	6	0	2	6	final
niṣkrayaṇa	UTTARAPADA	2	0	0	0	0	2	0	absent
niṣkuṭa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
niṣkṛta	UTTARAPADA	2	1	0	1	0	2	1	final
niṣkṛti	UTTARAPADA	2	2	2	2	0	2	2	final
niṣpeṣa	UTTARAPADA	2	4	3	4	2	0	2	final
niṣpāvikā	UTTARAPADA	2	0	0	0	0	2	0	absent
niṣṭhura	UTTARAPADA	2	3	1	3	0	2	3	final
niṣṭhā	UTTARAPADA	2	83	84	52	1	1	51	final
nu	UTTARAPADA	2	16	0	12	1	1	11	final
nyagrodha	UTTARAPADA	2	6	5	5	1	1	4	final
nyaṅga	UTTARAPADA	2	1	1	1	1	1	0	final
nyāsavidhi	UTTARAPADA	2	0	0	0	0	2	0	absent
nyāyam	UTTARAPADA	2	0	0	0	0	2	0	absent
nābhaka	UTTARAPADA	2	0	0	0	0	2	0	absent
nādaka	UTTARAPADA	2	1	1	1	0	2	1	final
nāgara	UTTARAPADA	2	22	21	18	0	2	18	final
nāgarī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
nāka	UTTARAPADA	2	4	4	4	1	1	3	final
nālaka	UTTARAPADA	2	2	1	2	0	2	2	final
nāmikā	UTTARAPADA	2	0	0	0	0	2	0	absent
nāmnika	UTTARAPADA	2	0	0	0	0	2	0	absent
nānātva	UTTARAPADA	2	9	7	8	0	2	8	final
nāradapurāṇa	UTTARAPADA	2	0	0	0	0	2	0	absent
nāradīya	UTTARAPADA	2	1	11	1	0	2	1	final
nārāca	UTTARAPADA	2	24	29	15	0	2	15	final
nārāyaṇopaniṣad	UTTARAPADA	2	0	0	0	0	2	0	absent
nāsikī	UTTARAPADA	2	0	0	0	0	2	0	absent
nāthaka	UTTARAPADA	2	0	0	0	0	2	0	absent
nāḍa	UTTARAPADA	2	0	0	0	0	2	0	absent
nāṭa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
nīkāśa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
nīlakaṇṭha	UTTARAPADA	2	1	1	1	1	1	0	final
nīvī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
opaśa	UTTARAPADA	2	1	1	1	0	2	1	final
oṣṭha	UTTARAPADA	2	53	50	35	0	2	35	final
pac	UTTARAPADA	2	260	0	148	1	1	147	final
pacya	UTTARAPADA	2	1	10	1	1	1	0	final
pade	UTTARAPADA	2	0	0	0	0	2	0	absent
padi	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
padin	UTTARAPADA	2	1	0	1	0	2	1	final
padmaka	UTTARAPADA	2	3	2	3	1	1	2	final
padmam	UTTARAPADA	2	0	0	0	0	2	0	absent
padra	UTTARAPADA	2	0	0	0	0	2	0	absent
padā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
paiśācika	UTTARAPADA	2	0	0	0	0	2	0	absent
pakti	UTTARAPADA	2	5	5	4	2	0	2	final
pakṣas	UTTARAPADA	2	1	1	1	1	1	0	final
pakṣika	UTTARAPADA	2	0	0	0	0	2	0	absent
pakṣya	UTTARAPADA	2	1	0	1	0	2	1	final
pallī	UTTARAPADA	2	4	4	3	1	1	2	final
palāyita	UTTARAPADA	2	1	1	1	0	2	1	final
palāśikā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
paramāṇu	UTTARAPADA	2	9	7	8	0	2	8	final
paribhava	UTTARAPADA	2	5	4	5	0	2	5	final
paribhāṣāvṛtti	UTTARAPADA	2	0	0	0	0	2	0	absent
paribhūta	UTTARAPADA	2	0	0	0	0	2	0	absent
paricāraka	UTTARAPADA	2	5	4	5	0	2	5	final
paridhvaṃsa	UTTARAPADA	2	1	2	1	0	2	1	final
parigṛhīta	UTTARAPADA	2	0	0	0	0	2	0	absent
parihāra	UTTARAPADA	2	13	9	13	0	2	13	final
parihāṇi	UTTARAPADA	2	1	2	1	0	2	1	final
parijñāta	UTTARAPADA	2	0	0	0	0	2	0	absent
parikrama	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
parikriyā	UTTARAPADA	2	0	0	0	0	2	0	absent
parimocana	UTTARAPADA	2	0	0	0	0	2	0	absent
parimuktā	UTTARAPADA	2	0	0	0	0	2	0	absent
parinirvāṇa	UTTARAPADA	2	1	0	1	0	2	1	final
paripāka	UTTARAPADA	2	4	4	3	0	2	3	final
paripālana	UTTARAPADA	2	4	2	4	1	1	3	final
paripāṭī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
paripūrṇa	UTTARAPADA	2	1	1	1	0	2	1	final
parita	UTTARAPADA	2	0	0	0	0	2	0	absent
paritoṣa	UTTARAPADA	2	3	2	3	0	2	3	final
parityakta	UTTARAPADA	2	0	0	0	0	2	0	absent
parityāga	UTTARAPADA	2	47	59	34	1	1	33	final
parivartin	UTTARAPADA	2	1	1	1	0	2	1	final
parivāda	UTTARAPADA	2	3	2	3	0	2	3	final
parivāsa	UTTARAPADA	2	0	0	0	0	2	0	absent
parivṛtti	UTTARAPADA	2	2	2	2	0	2	2	final
pariśrama	UTTARAPADA	2	3	2	3	0	2	3	final
pariṇata	UTTARAPADA	2	0	0	0	0	2	0	absent
pariṇati	UTTARAPADA	2	5	5	4	1	1	3	final
pariṇayana	UTTARAPADA	2	2	2	2	0	2	2	final
pariṇītā	UTTARAPADA	2	0	0	0	0	2	0	absent
parkika	UTTARAPADA	2	0	0	0	0	2	0	absent
paro'kṣa	UTTARAPADA	2	0	0	0	0	2	0	absent
parvaka	UTTARAPADA	2	0	0	0	0	2	0	absent
parvataka	UTTARAPADA	2	1	1	1	0	2	1	final
parvaṇa	UTTARAPADA	2	0	0	0	0	2	0	absent
paryantam	UTTARAPADA	2	0	0	0	0	2	0	absent
paryuṣita	UTTARAPADA	2	7	8	7	1	1	6	final
paryāyam	UTTARAPADA	2	0	0	0	0	2	0	absent
paryāṇa	UTTARAPADA	2	1	1	1	0	2	1	final
parāga	UTTARAPADA	2	1	1	1	0	2	1	final
parājita	UTTARAPADA	2	0	0	0	0	2	0	absent
parīkṣita	UTTARAPADA	2	0	0	0	0	2	0	absent
parīkṣya	UTTARAPADA	2	0	0	0	0	2	0	absent
parṇeya	UTTARAPADA	2	0	0	0	0	2	0	absent
parṇika	UTTARAPADA	2	0	0	0	0	2	0	form_variant
patatrin	UTTARAPADA	2	1	1	1	0	2	1	final
pataṃga	UTTARAPADA	2	11	11	3	1	1	2	final
path	UTTARAPADA	2	0	0	0	0	2	0	absent
pathyā	UTTARAPADA	2	5	4	5	0	2	5	final
pathīna	UTTARAPADA	2	0	0	0	0	2	0	absent
paticaritra	UTTARAPADA	2	0	0	0	0	2	0	absent
patika	UTTARAPADA	2	1	0	1	0	2	1	final
patna	UTTARAPADA	2	0	0	0	0	2	0	absent
patni	UTTARAPADA	2	0	0	0	0	2	0	absent
pattramaya	UTTARAPADA	2	0	0	0	0	2	0	absent
pattrita	UTTARAPADA	2	0	0	0	0	2	0	absent
pattrākṣa	UTTARAPADA	2	0	0	0	0	2	0	absent
patī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
paura	UTTARAPADA	2	8	5	6	1	1	5	final
pauruṣika	UTTARAPADA	2	1	1	1	0	2	1	final
pavitraka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
payodhara	UTTARAPADA	2	6	5	6	1	1	5	final
pañcamīka	UTTARAPADA	2	0	0	0	0	2	0	absent
pañcan	UTTARAPADA	2	15	15	14	0	2	14	final
pañjikā	UTTARAPADA	2	0	0	0	0	2	0	absent
paścārdha	UTTARAPADA	2	0	0	0	0	2	0	absent
paścāttāpa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
paṇika	UTTARAPADA	2	2	2	1	1	1	0	final
paṭī	UTTARAPADA	2	2	2	2	0	2	2	final
peja	UTTARAPADA	2	0	0	0	0	2	0	absent
peyā	UTTARAPADA	2	1	2	1	1	1	0	final
peṣaṇa	UTTARAPADA	2	4	2	4	0	2	4	final
peṭikā	UTTARAPADA	2	0	0	0	0	2	0	absent
peṭā	UTTARAPADA	2	0	0	0	0	2	0	absent
peṭī	UTTARAPADA	2	0	0	0	0	2	0	absent
phalin	UTTARAPADA	2	1	1	1	0	2	1	final
phaṇa	UTTARAPADA	2	1	1	1	0	2	1	final
phenā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pheṇa	UTTARAPADA	2	0	0	0	0	2	0	absent
phulla	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
phāṇṭa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
piba	UTTARAPADA	2	0	0	0	0	2	0	absent
picchaka	UTTARAPADA	2	0	0	0	0	2	0	absent
pippala	UTTARAPADA	2	2	0	1	1	1	0	final
pipīlikā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
piñja	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
piñjara	UTTARAPADA	2	4	4	4	0	2	4	final
piśaṅga	UTTARAPADA	2	2	2	2	0	2	2	final
piṅgalaka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
piṅgalā	UTTARAPADA	2	2	3	1	0	2	1	final
piṅgā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
piṭa	UTTARAPADA	2	1	1	1	0	2	1	final
plakṣa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
plāvita	UTTARAPADA	2	0	0	0	0	2	0	absent
podakī	UTTARAPADA	2	0	0	0	0	2	0	absent
pora	UTTARAPADA	2	0	0	0	0	2	0	absent
potī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
poṣin	UTTARAPADA	2	2	2	2	1	1	1	final
poṣya	UTTARAPADA	2	0	0	0	0	2	0	absent
prabala	UTTARAPADA	2	6	7	6	1	1	5	final
prabhañjana	UTTARAPADA	2	2	1	2	0	2	2	final
prabheda	UTTARAPADA	2	13	13	12	0	2	12	final
prabhedana	UTTARAPADA	2	0	0	0	0	2	0	absent
prabhutā	UTTARAPADA	2	0	0	0	0	2	0	absent
prabhākara	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
prabhāta	UTTARAPADA	2	4	1	4	1	1	3	final
prabuddha	UTTARAPADA	2	1	1	1	0	2	1	final
pracchada	UTTARAPADA	2	1	1	1	0	2	1	final
pracyuta	UTTARAPADA	2	0	0	0	0	2	0	absent
pradhana	UTTARAPADA	2	2	1	2	1	1	1	final
pradigdha	UTTARAPADA	2	0	0	0	0	2	0	absent
pradoṣa	UTTARAPADA	2	15	19	13	1	1	12	final
pradyota	UTTARAPADA	2	1	1	1	0	2	1	final
prahara	UTTARAPADA	2	6	6	5	1	1	4	final
prahasana	UTTARAPADA	2	0	0	0	0	2	0	absent
prahṛta	UTTARAPADA	2	0	0	0	0	2	0	absent
prajita	UTTARAPADA	2	0	0	0	0	2	0	absent
prajñā	UTTARAPADA	2	68	63	43	1	1	42	final
prajāvatī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
prajāyinī	UTTARAPADA	2	1	1	1	1	1	0	final
prakāraka	UTTARAPADA	2	1	0	1	0	2	1	final
prakāram	UTTARAPADA	2	0	0	0	0	2	0	absent
prakāśana	UTTARAPADA	2	10	8	10	0	2	10	final
prakṣepa	UTTARAPADA	2	9	13	8	1	1	7	final
prakṣālaka	UTTARAPADA	2	0	0	0	0	2	0	absent
prakṣālana	UTTARAPADA	2	12	16	10	2	0	8	final
pramathanī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pramati	UTTARAPADA	2	2	3	2	0	2	2	final
pramaya	UTTARAPADA	2	0	0	0	0	2	0	absent
pramocana	UTTARAPADA	2	1	3	1	1	1	0	final
pramāṇaka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pramāṇasaṃgraha	UTTARAPADA	2	0	0	0	0	2	0	absent
prapadana	UTTARAPADA	2	0	0	0	0	2	0	absent
prapā	UTTARAPADA	2	12	0	12	0	2	12	final
prasakta	UTTARAPADA	2	0	0	0	0	2	0	absent
prasavana	UTTARAPADA	2	1	1	1	1	1	0	final
praseka	UTTARAPADA	2	11	16	4	0	2	4	final
prasiddhi	UTTARAPADA	2	3	3	2	0	2	2	final
prasthika	UTTARAPADA	2	0	0	0	0	2	0	absent
prasthānika	UTTARAPADA	2	0	0	0	0	2	0	absent
prastuta	UTTARAPADA	2	0	0	0	0	2	0	absent
prasupta	UTTARAPADA	2	0	0	0	0	2	0	absent
prasuta	UTTARAPADA	2	1	1	1	0	2	1	final
prasveda	UTTARAPADA	2	2	1	2	1	1	1	final
prasādaka	UTTARAPADA	2	0	0	0	0	2	0	absent
prasārin	UTTARAPADA	2	1	1	1	0	2	1	final
prasūtikā	UTTARAPADA	2	0	0	0	0	2	0	absent
pratha	UTTARAPADA	2	0	0	0	0	2	0	form_variant
prathas	UTTARAPADA	2	1	0	1	1	1	0	final
pratibhāna	UTTARAPADA	2	1	1	1	0	2	1	final
pratibhū	UTTARAPADA	2	5	5	4	2	0	2	final
pratibimba	UTTARAPADA	2	2	2	2	1	1	1	final
pratigha	UTTARAPADA	2	4	3	4	0	2	4	final
pratighāta	UTTARAPADA	2	5	4	5	0	2	5	final
pratihāra	UTTARAPADA	2	1	1	1	0	2	1	final
pratihāram	UTTARAPADA	2	0	0	0	0	2	0	absent
pratika	UTTARAPADA	2	0	0	0	0	2	0	absent
pratikara	UTTARAPADA	2	4	2	4	1	1	3	final
pratikriya	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pratima	UTTARAPADA	2	57	61	38	0	2	38	final
pratipakṣa	UTTARAPADA	2	9	8	9	0	2	9	final
pratiprasthātṛprayoga	UTTARAPADA	2	0	0	0	0	2	0	absent
pratirūpaka	UTTARAPADA	2	4	1	2	0	2	2	final
prativacana	UTTARAPADA	2	1	2	1	1	1	0	final
pratiṣṭhāpaddhati	UTTARAPADA	2	0	0	0	0	2	0	absent
pratiṣṭhāprayoga	UTTARAPADA	2	0	0	0	0	2	0	absent
pratoda	UTTARAPADA	2	6	4	5	1	1	4	final
pratyabhijña	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pratyarthin	UTTARAPADA	2	2	2	1	0	2	1	final
pratyavekṣā	UTTARAPADA	2	5	5	5	1	1	4	final
pratāna	UTTARAPADA	2	6	6	5	1	1	4	final
pratāra	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pratīkāśa	UTTARAPADA	2	74	84	40	1	1	39	final
pratīkṣam	UTTARAPADA	2	0	0	0	0	2	0	absent
pratīnāha	UTTARAPADA	2	1	1	1	1	1	0	final
prauga	UTTARAPADA	2	2	3	2	1	1	1	final
pravacana	UTTARAPADA	2	5	7	5	1	1	4	final
pravaktṛ	UTTARAPADA	2	4	3	3	1	1	2	final
pravalha	UTTARAPADA	2	0	0	0	0	2	0	absent
praveśana	UTTARAPADA	2	6	6	5	0	2	5	final
pravibhāga	UTTARAPADA	2	5	5	5	0	2	5	final
pravācana	UTTARAPADA	2	2	0	1	1	1	0	final
pravādin	UTTARAPADA	2	0	0	0	0	2	0	absent
pravāhin	UTTARAPADA	2	4	4	3	0	2	3	final
pravāla	UTTARAPADA	2	17	27	12	1	1	11	final
pravāṇa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pravṛddhi	UTTARAPADA	2	1	0	1	0	2	1	final
prayogakārikā	UTTARAPADA	2	0	0	0	0	2	0	absent
prayogapaddhati	UTTARAPADA	2	0	0	0	0	2	0	absent
prayogaratnākara	UTTARAPADA	2	0	0	0	0	2	0	absent
prayogasāra	UTTARAPADA	2	0	0	0	0	2	0	absent
prayogavidhi	UTTARAPADA	2	0	0	0	0	2	0	absent
prayāvan	UTTARAPADA	2	0	0	0	0	2	0	absent
praśamana	UTTARAPADA	2	125	124	60	0	2	60	final
praśaṃsin	UTTARAPADA	2	3	4	3	1	1	2	final
praśiṣṭa	UTTARAPADA	2	0	0	0	0	2	0	absent
praśnopaniṣad	UTTARAPADA	2	0	0	0	0	2	0	absent
praśīrṇa	UTTARAPADA	2	0	0	0	0	2	0	absent
praṇayana	UTTARAPADA	2	10	13	9	2	0	7	final
praṣṭha	UTTARAPADA	2	0	0	0	0	2	0	absent
prekṣya	UTTARAPADA	2	0	0	0	0	2	0	absent
premāmṛta	UTTARAPADA	2	0	0	0	0	2	0	absent
preraṇa	UTTARAPADA	2	4	4	4	1	1	3	final
preta	UTTARAPADA	2	5	4	5	1	1	4	final
preyasī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pri	UTTARAPADA	2	0	0	0	0	2	0	absent
priyatama	UTTARAPADA	2	3	2	3	0	2	3	final
proktā	UTTARAPADA	2	0	0	0	0	2	0	absent
protha	UTTARAPADA	2	1	1	1	1	1	0	final
proṣṭha	UTTARAPADA	2	0	0	0	0	2	0	absent
prācīra	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
prādeśa	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
prāpa	UTTARAPADA	2	2	0	1	1	1	0	final
prārthana	UTTARAPADA	2	3	3	3	0	2	3	final
prāsa	UTTARAPADA	2	9	6	8	0	2	8	final
prāsana	UTTARAPADA	2	0	0	0	0	2	0	absent
prātar	UTTARAPADA	2	6	0	4	2	0	2	final
prātibhāvya	UTTARAPADA	2	2	2	2	1	1	1	final
prātiveśya	UTTARAPADA	2	1	0	1	0	2	1	final
prāvan	UTTARAPADA	2	0	0	0	0	2	0	absent
prāvī	UTTARAPADA	2	2	0	1	1	1	0	final
prāvṛta	UTTARAPADA	2	0	0	0	0	2	0	absent
prāyaścittasūtra	UTTARAPADA	2	0	0	0	0	2	0	absent
prāś	UTTARAPADA	2	12	0	12	0	2	12	final
prāśanin	UTTARAPADA	2	0	0	0	0	2	0	absent
prāṇahara	UTTARAPADA	2	1	1	1	0	2	1	final
prāṇeśvara	UTTARAPADA	2	1	1	1	1	1	0	final
prāṇin	UTTARAPADA	2	13	7	9	0	2	9	final
prīya	UTTARAPADA	2	0	0	0	0	2	0	absent
psā	UTTARAPADA	2	0	0	0	0	2	0	absent
punā	UTTARAPADA	2	0	0	0	0	2	0	absent
puppuṭa	UTTARAPADA	2	0	0	0	0	2	0	absent
purakṣetramāhātmya	UTTARAPADA	2	0	0	0	0	2	0	absent
puraścaraṇavidhi	UTTARAPADA	2	0	0	0	0	2	0	absent
puraṃdhri	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
puraṃjaya	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
puruhūta	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
puruṣakāra	UTTARAPADA	2	4	4	3	0	2	3	final
puruṣikā	UTTARAPADA	2	0	0	0	0	2	0	absent
purāṇaka	UTTARAPADA	2	0	0	0	0	2	0	absent
purāṇasaṃgraha	UTTARAPADA	2	0	0	0	0	2	0	absent
purāṇīya	UTTARAPADA	2	0	0	0	0	2	0	absent
purībhaṭṭāraka	UTTARAPADA	2	0	0	0	0	2	0	absent
purīmāhātmya	UTTARAPADA	2	0	0	0	0	2	0	absent
puṃsaka	UTTARAPADA	2	0	0	0	0	2	0	absent
puṃsī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
puṇḍra	UTTARAPADA	2	15	34	6	1	1	5	final
puṇḍraka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
puṣkala	UTTARAPADA	2	2	2	2	0	2	2	final
puṣpāñjali	UTTARAPADA	2	0	0	0	0	2	0	absent
puṣā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
puṣṭā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pādam	UTTARAPADA	2	0	0	0	0	2	0	absent
pādastava	UTTARAPADA	2	0	0	0	0	2	0	absent
pādika	UTTARAPADA	2	2	2	2	0	2	2	final
pākinī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pāladeva	UTTARAPADA	2	0	0	0	0	2	0	absent
pālika	UTTARAPADA	2	1	1	1	0	2	1	final
pālinī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pāntha	UTTARAPADA	2	1	1	1	0	2	1	final
pānīya	UTTARAPADA	2	18	18	15	0	2	15	final
pāpaka	UTTARAPADA	2	1	0	1	0	2	1	final
pāpīyas	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pārada	UTTARAPADA	2	14	14	11	0	2	11	final
pāraṇā	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pārāyaṇavidhi	UTTARAPADA	2	0	0	0	0	2	0	absent
pārāśarya	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pārśvaga	UTTARAPADA	2	0	0	0	0	2	0	absent
pārśvaka	UTTARAPADA	2	1	1	1	0	2	1	final
pātam	UTTARAPADA	2	0	0	0	0	2	0	absent
pātrikā	UTTARAPADA	2	0	0	0	0	2	0	absent
pātya	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāva	UTTARAPADA	2	1	1	1	1	1	0	final
pāyika	UTTARAPADA	2	0	0	0	0	2	0	absent
pāśika	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāśupata	UTTARAPADA	2	5	4	3	0	2	3	final
pāṇika	UTTARAPADA	2	0	0	0	0	2	0	absent
pāṇini	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāṇinīya	UTTARAPADA	2	0	0	0	0	2	0	absent
pāṇḍara	UTTARAPADA	2	3	1	3	0	2	3	final
pāṇḍya	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāṭaka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāṭali	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāṭalikā	UTTARAPADA	2	0	0	0	0	2	0	absent
pāṭava	UTTARAPADA	2	5	5	5	0	2	5	final
pāṭhin	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pāṭhī	UTTARAPADA	2	0	0	0	0	2	0	form_variant
pāṭī	UTTARAPADA	2	0	0	0	0	2	0	absent
pīluka	UTTARAPADA	2	0	0	0	0	2	0	nonfinal_only
pītaka	UTTARAPADA	2	5	4	4	1	1	3	final
