parent	n_children	children
rajaḥ	10	rajaḥkaṇa|rajaḥpaṭala|rajaḥputra|rajaḥpluta|rajaḥśaya|rajaḥśuddhi|rajaḥsuvāsinī|rajaḥsnāta|rajaḥspṛś|rajo-viśāla
rajaka	1	rajakasarasvatī
rajata	18	rajatakumbha|rajatakūṭa|rajatadaṁṣṭra|rajatadāna-prayoga|rajatadyuti|rajatanābha|rajatanābhi|rajatapadma-dāna|rajataparvata|rajatapātra|rajataprastha|rajatabhājana|rajatamaya|rajatavāha|rajatākara|rajatācala|rajatādri|rajatānvita
rajani	6	rajanikara|rajanikṛt|rajanicara|rajanipuraṁdhrī|rajanim-manya|rajanirākṣasī
rajanī	12	rajanīkara|rajanīgandha|rajanīcara|rajanījala|rajanīdvaṁdva|rajanīdvaya|rajanīpati|rajanībhujaṁga|rajanīmukha|rajanīramaṇa|rajanīśa|rajanīhāsā
rajas	7	rajastamaska|rajastamo-maya|rajastas|rajastur|rajastoka|rajasvala|rajasvin
rajo	15	rajogātra|rajoguṇa-maya|rajograhi|rajojuṣ|rajodarśana|rajo'dhika|rajonimīlita|rajobandha|rajobala|rajomegha|rajorasa|rajovala|rajovirikta-manas|rajohara|rajoharaṇa
rañjana	5	rañjanatva|rañjanadravya|rañjanadru|rañjanadruma|rañjanavallī
raṇa	91	raṇakarman|raṇakāmin|raṇakāmya|raṇakārin|raṇakṛt|raṇakṣiti|raṇakṣetra|raṇakṣoṇi|raṇakṣauṇi|raṇakṣmā|raṇakhala|raṇagocara|raṇajambuka|raṇajaya|raṇaṁ-jaya|raṇatūrya|raṇadara|raṇadundubhi|raṇadurgā|raṇadhur|raṇadhurā|raṇadhṛṣṭa|raṇapakṣin|raṇapaṇḍita|raṇapura-svāmin|raṇapriya|raṇabahādura-śāha-virudrāvalī|raṇabhaṭa|raṇabhū|raṇabhūmi|raṇamatta|raṇamārga-kovida|raṇamukha|raṇamuṣṭikā|raṇamūrdhan|raṇayajña|raṇaraṅka|raṇaraṅga|raṇaraṇa|raṇaraṇaka|raṇarasika|raṇalakṣmī|raṇavaṅga-malla|raṇavanya|raṇavādya|raṇavikrama|raṇavigraha|raṇaviśārada|raṇavṛtti|raṇaśikṣā|raṇaśiras|raṇaśīrṣa|raṇaśūra|raṇaśauṇḍa|raṇasaṁrambha|raṇasaṁkula|raṇasajjā|raṇasattra|raṇasahāya|raṇastamba-bhramara|raṇastambha|raṇastha|raṇasthāna|raṇasvāmin|raṇahastin|raṇāgni|raṇāgra|raṇāṅga|raṇāṅgana|raṇāji|raṇājira|raṇātodya|raṇāditya|raṇānta-kṛt|raṇāpeta|raṇābhiyoga|raṇāyudha|raṇārambhā|raṇālaṁkaraṇa|raṇāvani|raṇāśva|raṇe-cara|raṇeśa|raṇeśvara|raṇe-svaccha|raṇaiṣin|raṇotkaṭa|raṇotsāha|raṇoddāma|raṇoddīpa-siṁha|raṇoddeśa
raṇya	2	raṇyajit|raṇyavāc
raṇva	1	raṇvasaṁdṛś
raṇa	2	raṇaraṇa|raṇaraṇāyita
raṇat	1	raṇatkāra
raṇḍa	2	raṇḍānanda|raṇḍāśramin
ratna	169	ratnakaṇṭha|ratnakandala|ratnakara|ratnakaraṇḍaka|ratnakarṇikā|ratnakalaśa|ratnakalā|ratnakirīṭin|ratnakīrti|ratnakumbha|ratnakūṭa|ratnaketu|ratnakoṭi|ratnakośa|ratnakṣetra-kūṭa-saṁdarśana|ratnakhacita|ratnakhāni|ratnakheṭa|ratnagarbha|ratnagiri|ratnagrīva-tīrtha|ratnacandra|ratnacūḍa|ratnacūra-muni|ratnacūropākhyāna|ratnacaura|ratnacchattra|ratnacchāyā|ratnajātaka|ratnatalpa|ratnatūlikā|ratnatejo-'bhyudgata-rāja|ratnatraya|ratnadaṇḍātapatrin|ratnadatta|ratnadarpaṇa|ratnadīpa|ratnadīpaka|ratnadīpikā|ratnadeva|ratnadyota|ratnadruma|ratnadvīpa|ratnadha|ratnadhara|ratnadhā|ratnadhenu|ratnadheya|ratnadhvaja|ratnanadī|ratnanātha|ratnanābha|ratnanāyaka|ratnanicaya|ratnanidhi|ratnapañcaka|ratnapati|ratnapariṇāma|ratnaparīkṣā|ratnaparvata|ratnaparvata|ratnapāṇi|ratnapāla|ratnapīṭhā|ratnapura|ratnapurī-bhaṭṭāraka|ratnaprakāśa|ratnapradīpa|ratnaprabha|ratnaprāsāda|ratnabandhaka|ratnabāhu|ratnabhāj|ratnabhūta|ratnabhūti|ratnamañjarī|ratnamati|ratnamañjarī|ratnamaya|ratnamālā|ratnamālikā|ratnamālin|ratnamālīya-puṇḍroka|ratnamitra|ratnamukuṭa|ratnamukhya|ratnamudrā|ratnamegha-sūtra|ratnayaṣṭi|ratnayugma-tīrtha|ratnarakṣita|ratnaratna|ratnarāj|ratnarāji|ratnarāśi|ratnarekhā|ratnalakṣaṇa|ratnaliṅga-sthāpana-vidhi|ratnaliṅgeśvara|ratnavat|ratnavara|ratnavardhana|ratnavarman|ratnavarṣa|ratnavarṣuka|ratnaviśuddha|ratnavṛkṣa|ratnaśalākā|ratnaśāṇa|ratnaśāstra|ratnaśikhaṇḍa|ratnaśikhara|ratnaśikhin|ratnaśilā|ratnaśekhara|ratnaśeṇā|ratnaśrī|ratnaṣaṣṭhī|ratnasaṁgraha|ratnasaṁghāta|ratnasamuccaya|ratnasamudgala|ratnasambhava|ratnasāgara|ratnasānu|ratnasāra|ratnasiṁha|ratnasū|ratnasūti|ratnasūtra-bhāṣya|ratnasena|ratnasthala-nagara|ratnasvāmin|ratnahavis|ratnahasta|ratnākara|ratnāṅka|ratnāṅkura|ratnāṅga|ratnāṅgurīyaka|ratnāṅgulīyaka|ratnāḍhya|ratnādi-nandin|ratnādi-parīkṣā|ratnā-devī|ratnādri|ratnādhipati|ratnānuviddha|ratnāpaṇa|ratnā-pura|ratnābharaṇa|ratnābhibhāsa|ratnābhiṣeka-mantra|ratnārcis|ratnārṇava|ratnārpaṇa|ratnāloka|ratnā-vatī|ratnāvabhāsa|ratnāvalī|ratnāṣṭaka|ratnāsana|ratnendra|ratneśaka|ratneśvara|ratnojjvala|ratnottama|ratnodbhava|ratnolkā
ratnin	1	ratni-tva
ratni	1	ratnipṛṣṭhaka
ratha	171	rathakaṭyā|rathakaḍyā|rathakara|rathakalpaka|rathakāmya|rathakāya|rathakāra|rathakāraka|rathakuṭumba|rathakuṭumbika|rathakuṭumbin|rathakūbara|rathakṛcchra|rathakṛt|rathakṛtsna|rathaketu|rathakrānta|rathakrīta|rathakṣaya|rathakṣobha|rathagaṇaka|rathagarbhaka|rathagupti|rathagṛtsa|rathagopana|rathagranthi|rathaghoṣa|rathacakra|rathacaraṇa|rathacaryā|rathacarṣaṇa|rathacarṣaṇi|rathacitra|rathajaṅghā|rathajit|rathajūti|rathajñāna|rathajvara|rathatur|rathadāna-vidhi|rathadāru|rathadurga|rathadru|rathadruma|rathadhur|rathadhurya|rathanābhi|rathanirghoṣa|rathanirhrāda|rathanisvana|rathanīḍa|rathanemi|rathaṁ-tara|rathapatha|rathapada|rathapaddhati|rathaparyāya|rathapāda|rathapuṁgava|rathapraṇetṛ|rathapratiṣṭhā-vidhi|rathapraṣṭha|rathaprā|rathaprota|rathaproṣṭha|rathapsā|rathabandha|rathabhaṅga|rathabhṛt|rathamaṇḍala|rathamadhya|rathamahotsava|rathamārga|rathamitra|rathamukha|rathayātaka|rathayātrā|rathayāna|rathayāvan|rathayuga|rathayuj|rathayuddha|rathayūtha|rathayoga|rathayojaka|rathayodha|ratharaśmi|ratharāja|rathareṇu|rathareṣa|rathalakṣaṇa|rathavaṁśa|rathavat|rathavara|rathavartman|rathavāraka|rathavāha|rathavāhaka|rathavāhaṇa|rathavāhana|rathavijñāna|rathavidyā|rathavimocana|rathavīti|rathavīthī|rathavṛt|rathavega|rathavraja|rathavrāta|rathaśakti|rathaśālā|rathaśikṣā|rathaśiras|rathaśīrṣa|rathaśreṇi|rathasaṅga|rathasattama|rathasaptamī|rathasārathi|rathasāhvayā|rathasūtra|rathastha|rathas-pati|rathaspaṣṭa|rathaspṛś|rathasvana|rathākṣa|rathāgra|rathāgrya|rathāṅkā|rathāṅga|rathānīka|rathāntara|rathābhirūḍhā|rathābhra|rathāyudhaka|rathā-rathi|rathārūḍha|rathāroha|rathārohin|rathārbhaka|rathāvaṭṭa|rathāvayava|rathāvarta|rathāśman|rathāśva|rathāṣṭamī|rathā-sah|rathāhas|rathāhna|rathāhnya|rathāhvā|rathe-citra|ratheśa|rathe-śubh|ratheṣā|ratheṣu|rathe-ṣṭha|rathe-ṣṭhā|rathoḍupa|rathoḍha|rathoḷha|rathottama|rathotsava|rathoddhata|rathodvaha|rathopastha|rathoraga|rathoṣmā|rathaugha|rathaujas
rathayā	1	rathayu
rathī	2	rathītama|rathītara
rathya	3	rathyacaya|rathyacarya|rathyavirathya
rathyā	7	rathyāntar|rathyāpaṅkti|rathyāmukha|rathyāmṛga|rathyāli|rathyāvasarpaṇa|rathyopasarpaṇa
ratha	1	rathajit
rada	6	radakhaṇḍana|radacchada|radāṅkura|radāyudha|radāvali|radā-vasu
radana	1	radanacchada
radhra	3	radhracoda|radhracodana|radhratur
randhra	11	randhrakaṇṭa|randhragupti|randhraprahārin|randhrababhru|randhravaṁśa|randhrāgata|randhrānusārin|randhrānveṣaṇa|randhrānveṣin|randhrāpekṣin|randhropanipātin
rabhas	1	rabhasvat
rabhasa	3	rabhasakośa|rabhasanandin|rabhasapāla
rambhā	7	rambhātṛtīyā|rambhābhisāra|rambhāmañjarī|rambhāvrata|rambhāstambha|rambhāstambhana|rambhoru
rata	30	ratakīla|ratakūjita|rataguru|ratagṛha|ratajvara|ratatālin|ratatālī|ratanārāca|ratanārīca|ratanidhi|ratabandha|ratamānasa|ratarddhika|ratavat|rataviśeṣa|ratavraṇa|rataśāyin|ratahiṇḍaka|ratānta|ratānduka|ratāndhrī|ratāmarda|ratāmbuka|ratāyanī|ratārambhāvasānika|ratārthin|rate-madā|ratotsava|ratodvaha|ratoparata-saṁsupta
rati	59	ratikara|ratikarman|ratikānta-tarka-vāgīśa|ratikāma-pūjā|ratikuhara|ratikriyā|ratikheda|ratiguṇa|ratigṛha|raticaraṇa-samanta-svara|ratijanaka|ratijaha|ratijña|ratitaskara|ratitāla|ratida|ratideva|ratināga|ratipati|ratiparicaya|ratipāśa|ratiprapūrṇa|ratipriya|ratiprīti|ratiphala|ratibandhu|ratibhavana|ratibhoga|ratimañjarī|ratimat|ratimadā|ratimandira|ratimanmatha|ratimitra|ratiraṇa-dhīra|ratiratna-pradīpikā|ratiramaṇa|ratirasa|ratirahasya|ratilakṣa|ratilampaṭa|ratilīla|ratilola|rativara|rativardhana|rativallī|ratiśakti|ratiśūra|ratisaṁyoga|ratisaṁhita|ratisaṁgraha-vyākhyā|ratisatvarā|ratisarvasva|ratisahacara|ratisāra|ratisundara|ratisena|ratīśa|raty-aṅga
ranti	3	rantideva|rantināra|rantibhāra
ramaka	1	ramakatva
ramaṇa	3	ramaṇapati|ramaṇavasati|ramaṇāsakta
ramaṇī	1	ramaṇīsakta
ramaṇīya	9	ramaṇīyacaraṇa|ramaṇīyajanman|ramaṇīyaḍāmara|ramaṇīyatama|ramaṇīyatara|ramaṇīyatā|ramaṇīyatāraka|ramaṇīyatva|ramaṇīyarāghava
ramā	11	ramākānta|ramādhava|ramādhipa|ramānātha|ramāpati|ramāpriya|ramāveṣṭa|ramāśaṁkara|ramāśraya|rameśa|rameśvara
ramita	1	ramitaṁ-gama
ramya	13	ramyagrāma|ramyatā|ramyatva|ramyadāruṇa|ramyadeva|ramyapatha|ramyapuṣpa|ramyaphala|ramyarūpa|ramyaśrī|ramyasānu|ramyākṣi|ramyāntara
ramaṭha	1	ramaṭhadhvani
ramala	19	ramalagrantha|ramalacintāmaṇi|ramalatattva-sāra|ramalatantra|ramalanava-ratna|ramalapaddhati|ramalapraśna|ramalapraśna-tantra|ramalabhūṣaṇa|ramalayantrikā|ramalarahasya|ramalarahasya-sāra-saṁgraha|ramalaśāstra|ramalasāra|ramalasiktā|ramalābhidheya|ramalāmṛta|ramalendu-prakāśa|ramalotkarṣa
raya	3	rayapraśna-sūtra-siddhānta|rayamaṇi|rayavat
rayi	13	rayida|rayidā|rayidhāraṇa-piṇḍa|rayipati|rayimat|rayivat|rayivid|rayivṛdh|rayiṣac|rayiṣah|rayiṣṭhā|rayiṣṭhāna|rayisthāna
ravi	59	ravikara|ravikānta|ravikiraṇa|ravikīrti|ravikula-dīpa-prakāśa|ravigupta|ravigraha|ravigrahaṇa|ravigrāvan|ravicakra|ravicandra|ravija|ravija-putra-dina|ravitanaya|ravitīrtha|ravitejas|ravidatta|ravidāsa|ravidina|ravidīpta|ravidugdha|ravideva|ravidharman|ravidhvaja|ravinandana|ravināga|ravinetra|ravipati-guru-mūrti|ravipattra|raviputra|raviprabhu|ravipraśna|ravipriya|ravibimba|ravimaṇi|ravimaṇḍala|ravimāsaka|ravimuhūrta|raviratna|raviratnaka|raviratha|ravilocana|raviloha|ravivaṁśa|ravivardhana-gaṇi|ravivarman|ravivāra|ravivāsara|raviṣeṇa|ravisaṁkrānti|ravisaṁjñaka|ravisama-prabha|ravisārathi|ravisuta|ravisundara-rasa|ravisūnu|ravisena|ravīndra|ravīṣṭa
raśanā	6	raśanākalāpa|raśanākalāpaka|raśanākṛta|raśanāguṇa|raśanāpada|raśanopamā
raśana	1	raśanasammita
raśmi	19	raśmikalāpa|raśmiketu|raśmikrīḍa|raśmijāla|raśmidhāra|raśmipa|raśmipati|raśmipavitra|raśmipuñja|raśmiprabhāsa|raśmimaṇḍala|raśmimat|raśmimaya|raśmimālin|raśmimuca|raśmirasa-prayoga|raśmirāja|raśmivat|raśmiśata-sahasra-paripūrṇa-dhvaja
rasita	1	rasitāśin
rasa	208	rasakaṅkāli|rasakadamba-kallolinī|rasakarpūra|rasakarman|rasakalikā|rasakalpanā|rasakalpa-latā|rasakalpa-sāra-stava|rasakalyāṇī-vrata|rasakaṣāya|rasakulyā|rasaketu|rasakesara|rasakomala|rasakautuka|rasakaumudī|rasakriyā|rasagaṅgā-dhara|rasagandha|rasagandhaka|rasagarbha|rasagāndhāra|rasaguṇa|rasagovinda|rasagraha|rasagrāhaka|rasaghana|rasaghna|rasacandra|rasacandrikā|rasacintāmaṇi|rasacūḍāmaṇi|rasaja|rasajāta|rasajña|rasajñāna|rasajyeṣṭha|rasajvara|rasatattva-sāra|rasatanmātra|rasatama|rasataraṁgiṇī|rasatas|rasatā|rasatejas|rasatva|rasada|rasadaṇḍa|rasadarpaṇa|rasadālikā|rasadīpikā|rasadīrghikā|rasadrāvin|rasadhātu|rasadhenu|rasanātha|rasanābha|rasanāyaka|rasanibandha|rasanirūpaṇa|rasanivṛtti|rasanetrikā|rasanetrī|rasan-tama|rasapati|rasapaddhati|rasapadma-candrikā|rasapadmākara|rasaparimala|rasaparpaṭī|rasapāka-ja|rasapācaka|rasapārijāta|rasapuṣpa|rasaprakāśa|rasapradīpa|rasaprabandha|rasaprāśanī|rasaphala|rasabandhana|rasabodha|rasabhaṅga|rasabhava|rasabhasman|rasabhāva-vid|rasabheda|rasabhedin|rasabheṣaja-kalpa|rasabhoga-muktāvalī|rasabhojana|rasamañjarī|rasamaṇi|rasamaya|rasamala|rasamahārṇava|rasamātṛ|rasamātṛkā|rasamātra|rasamiśra|rasamīmāṁsā|rasamuktāvali|rasamūlā|rasayāmala|rasayoga|rasayoni|rasaratna|rasarasārṇava|rasarahasya|rasarāja|rasaleha|rasaloha|rasavat|rasavatī|rasavara|rasavarja|rasavaha|rasavāda|rasavikraya|rasavikrayin|rasavikretṛ|rasavid|rasaviddha|rasavilāsa|rasaviveka|rasaviśeṣa|rasavaiśeṣika|rasaśabda-sāraṇi-nighaṇṭu|rasaśārdūla|rasaśāstra|rasaśukta|rasaśodhana|rasasaṁskāra|rasasaṁketa|rasasaṁgraha|rasasaṁgrāhī|rasasadana|rasasamuccaya|rasasarvasva|rasasāgara|rasasāra|rasasiddha|rasasiddhānta-saṁgraha|rasasiddhānta-sāgara|rasasiddhi|rasasindūra|rasasindhu|rasasudhākara|rasasudhā-nidhi|rasasudhāmbhodhi|rasasūtra-sthāna|rasasetu|rasasthāna|rasaharaṇa|rasahārin|rasahṛdaya|rasaheman|rasākara|rasāgraja|rasāṅgaka|rasāñjana|rasāḍhya|rasātmaka|rasādāna|rasādi-śuddhi|rasādvaita|rasādhāra|rasādhāraṇa|rasādhika|rasādhikāra|rasādhyakṣa|rasādhyāya|rasānupradāna|rasāntara|rasābdhi|rasābhāsa|rasābhiniveśa|rasābhivyañjanā|rasābhivyañjikā|rasābhyantara|rasāmṛta|rasāmbhodhi|rasāmbhonidhi|rasāmla|rasāyana|rasārṇava|rasālaṁkāra|rasālaya|rasāvatāra|rasāvaha|rasāveṣṭa|rasāśā|rasāśin|rasāśir|rasāśvāsā|rasāsvāda|rasāhva|rasekṣu|rasendra|raseśvara|rasottama|rasotpatti|rasodadhi|rasodbhava|rasona|rasoparasa|rasopala|rasollāsa|rasaudana
rasana	1	rasanendriya
rasanā	5	rasanānigraha|rasanāmala|rasanāmūla|rasanārada|rasanālih
rasā	5	rasākhana|rasātala|rasādhipatya|rasāpāyin|rasāpuṣ
rasika	13	rasikacandrikā|rasikajīvana|rasikajīvanī|rasikatā|rasikatva|rasikaprakāśa|rasikapriyā|rasikabhūṣaṇa|rasikarañjana|rasikarañjinī|rasikaramaṇa|rasikasaṁjīvinī|rasikasarvasva
rasikā	2	rasikābhārya|rasikeśvara
rasita	1	rasitavat
rasyamāna	1	rasyamānatā
raha	4	raharūḍha-bhāva|rahasū|rahastha|rahāṭa
rahaḥ	4	rahaḥśīla|rahaḥśuci|rahaḥsakhī|rahaḥstha
rahas	3	rahaskara|rahaskāma|rahastas
rahasya	27	rahasyagāna|rahasyachalākṣara|rahasyatraya|rahasyadhārin|rahasyanavanīta|rahasyanikṣepa|rahasyapadavī|rahasyapuraścaraṇa-vidhi|rahasyabrāhmaṇa|rahasyabheda|rahasyabhedana|rahasyamañjarī|rahasyamātṛkā|rahasyarakṣā|rahasyavid|rahasyavibheda|rahasyavrata|rahasyaṣoḍaśī-ṭīkā|rahasyasaṁrakṣaṇa|rahasyasaṁdeśa-vivaraṇa|rahasyasāra|rahasyākhyāyin|rahasyātirahasya-puraścaraṇa|rahasyālocana|rahasyeṣṭi|rahasyocchiṣṭa-sumukhī-kalpa|rahasyopaniṣad
rahita	4	rahitatva|rahitaratna|rahitaratna-caya|rahitāsura
rahī	3	rahīkṛ|rahībhū|rahībhūta
raho	2	rahogata|rahomānin
rākā	13	rākāgama|rākācandra|rākāniśā|rākāpati|rākāyajña|rākāramaṇa|rākāvibhāvarī|rākāśaśāṅka|rākāśaśin|rākāsudhākara|rākendīvara-bandhu|rākendra|rākeśa
rāta	3	rātamanas|rātahavis|rātahavya
rāti	2	rātikula|rātiṣāc
rākṣasa	10	rākṣasakāvya|rākṣasagraha|rākṣasaghna|rākṣasatā|rākṣasatva|rākṣasālaya|rākṣasendra|rākṣaseśa|rākṣaseśvara|rākṣasotpatti
rākṣasī	2	rākṣasīkaraṇa|rākṣasībhūta
rāga	55	rāgakāṣṭha|rāgakhāḍava|rāgakhāṇḍava|rāgagraha-vat|rāgacandrodaya|rāgacūrṇa|rāgacchanna|rāgatattva-vibodha|rāgada|rāgadāli|rāgadṛś|rāgadoṣa|rāgadravya|rāgadveṣa|rāgadhyānādi-kathanādhyāya|rāgapaṭṭa|rāgapuṣpa|rāgaprasava|rāgaprastāra|rāgaprāpta|rāgabandha|rāgabandhin|rāgabhañjana|rāgamañjarikā|rāgamañjarī|rāgamaya|rāgamālā|rāgayuj|rāgarajju|rāgaratnākara|rāgarāgiṇī-svarūpa-velā-varṇana|rāgalakṣaṇa|rāgalatā|rāgalekhā|rāgavat|rāgavardhana|rāgavibodha|rāgavibodha-viveka|rāgaviveka|rāgavihiṁsana-vrata-nirṇaya|rāgavṛnta|rāgaṣāḍava|rāgasūtra|rāgāṅgī|rāgāḍhyā|rāgātmaka|rāgānugā|rāgāndha|rāgānvita|rāgāyāta|rāgārṇava|rāgārha|rāgāśani|rāgotpatti|rāgodreka
rāgi	2	rāgitaru|rāgitā
rāghava	21	rāghavacaritra|rāghavacaitanya|rāghavadeva|rāghavanandana|rāghavapaṇḍita|rāghavapāṇḍava|rāghavapāṇḍavīya|rāghavaprabandha|rāghavayādava-pāṇḍavīya|rāghavayādavīya|rāghavayādāvīya-carita|rāghavarahasya|rāghavavilāsa|rāghavasiṁha|rāghavānanda|rāghavānuja|rāghavābhyudaya|rāghavāṣṭaka|rāghavendra|rāghaveśvara|rāghavollāsa
rāṅkava	4	rāṅkavakūṭa-śāyin|rāṅkavājina|rāṅkavāstaraṇa|rāṅkavāstṛta
rāja	390	rājaṛṣi|rājakathā|rājakadamba|rājakandarpa|rājakanyakā|rājakanyā|rājakara|rājakaraṇa|rājakarkaṭī|rājakarṇa|rājakartṛ|rājakarman|rājakarmin|rājakalaśa|rājakalā|rājakali|rājakaseru|rājakārya|rājakilbiṣin|rājakīra|rājakuñjara|rājakuṇḍa|rājakumāra|rājakula|rājakuṣmāṇḍa|rājakṛt|rājakṛta|rājakṛtya|rājakṛtvan|rājakṛṣṇa|rājakola|rājakolāhala|rājakośa-nighaṇṭu|rājakośātaka|rājakaustubha|rājakraya|rājakrayaṇī|rājakriyā|rājakṣavaka|rājakharjūrī|rājagaṇa|rājagavī|rājagāmin|rājagiri|rājagirīya|rājaguru|rājaguhya|rājagṛha|rājageha|rājagrīva|rājagha|rājaghātaka|rājacakra|rājacandra|rājacampaka|rājacihna|rājacūḍāmaṇi|rājajakṣman|rājajambū|rājajhaṁkāra|rājatanaya|rājataraṁgiṇī|rājataraṇī|rājataru|rājatas|rājatā|rājatāla|rājatimiṣa|rājatīrtha|rājatuṅga|rājatemiṣa|rājatva|rājadaṇḍa|rājadattā|rājadanta|rājadanti|rājadarśana|rājadāra|rājaduhitṛ|rājadūrvā|rājadṛṣad|rājadeva|rājadaivika|rājadruma|rājadroha|rājadvār|rājadvāra|rājadhattūra|rājadhattūraka|rājadharma|rājadharman|rājadhāna|rājadhānaka|rājadhānikā|rājadhānī|rājadhānya|rājadhāman|rājadhīra|rājadhura|rājadhustūraka|rājadhūrta|rājanagarī|rājanandana|rājanaya|rājanātha|rājanāpita|rājanāman|rājanārāyaṇa|rājanighaṇṭu|rājanindaka|rājanirdhūta-daṇḍa|rājaniveśana|rājanīti|rājanīla|rājanīlikā|rājapaṭola|rājapaṭṭa|rājapaṭṭikā|rājapati|rājapatnī|rājapatha|rājapathāya|rājapada|rājapaddhati|rājaparivarta|rājaparṇī|rājapalāṇḍu|rājapāṭikā|rājapāla|rājapiṇḍā|rājapitṛ|rājapīlu|rājapuṁs|rājaputra|rājaputraka|rājaputrīya|rājapura|rājapuruṣa|rājapuṣpa|rājapūga|rājapūruṣa|rājapauruṣika|rājapauruṣya|rājaprakṛti|rājapratyenas|rājaprathamābhiṣeka|rājapraśasti-mahākāvya|rājaprasāda|rājapriya|rājapreṣya|rājaphaṇijjhaka|rājaphala|rājabadara|rājabandin|rājabandha|rājabalā|rājabalendra-ketu|rājabāndhava|rājabījin|rājabrāhmaṇa|rājabhakṣa|rājabhaṭa|rājabhaṭṭikā|rājabhadraka|rājabhaya|rājabhavana|rājabhāj|rājabhāryā|rājabhūya|rājabhūṣaṇī|rājabhṛṅga|rājabhṛt|rājabhṛta|rājabhṛtya|rājabhoga|rājabhogīna|rājabhogya|rājabhojana|rājabhauta|rājabhrātṛ|rājamaṇi|rājamaṇḍūka|rājamantra-dhara|rājamantrin|rājamandira|rājamalla|rājamahila|rājamahiṣī|rājamahendra-tīrtha|rājamātaṁgī-paddhati|rājamātaṁgī-stotra|rājamātṛ|rājamātra|rājamānasollāsa|rājamānuṣa|rājamārga|rājamārtaṇḍa|rājamāṣa|rājamāsa|rājamukuṭa|rājamukha|rājamudga|rājamudgaka|rājamudrā|rājamuni|rājamṛgāṅka|rājam-bhavya|rājayakṣma|rājayakṣman|rājayajña|rājayājaka|rājayāna|rājayudhvan|rājayoga|rājayogya|rājayoṣit|rājaraṅga|rājaratha|rājarākṣasa|rājarāj|rājarāja|rājarāṇaka|rājarāma|rājarīti|rājarddhi|rājarṣabha|rājarṣi|rājarṣin|rājalakṣaṇa|rājalakṣman|rājalakṣmī|rājaliṅga|rājalīlā-nāman|rājalekha|rājaloka|rājavaṁśa|rājavat|rājavat|rājavatsa|rājavadana|rājavadha|rājavandin|rājavarcasa|rājavarṇaka|rājavarta|rājavartman|rājavarman|rājavardhana|rājavallabha|rājavallī|rājavaśī-bhūta|rājavasati|rājavahana|rājavahikā|rājavādhavya|rājavārttika|rājavāha|rājavāhana|rājavāhikā|rājavāhya|rājavi|rājavijaya|rājavidyā|rājavinoda|rājavihaṁgama|rājavihāra|rājavījin|rājavīthī|rājavīrya|rājavṛkṣa|rājavṛtta|rājavetrin|rājaveśman|rājaveṣa|rājavyavahāra-kośa|rājaśaṇa|rājaśaphara|rājaśayana|rājaśayyā|rājaśāka|rājaśākaṇikā|rājaśākiṇī|rājaśārdūla|rājaśāsana|rājaśāstra|rājaśīrṣaka|rājaśuka|rājaśṛṅga|rājaśekhara|rājaśaila|rājaśyāmalopāsaka|rājaśyāmāka|rājaśravas|rājaśrī|rājasaṁśraya|rājasaṁsad|rājasattra|rājasadana|rājasadman|rājasaṁnidhāna|rājasabhā|rājasarpa|rājasarṣapa|rājasākṣika|rājasāt|rājasāman|rājasāyujya|rājasārasa|rājasiṁha|rājasukha|rājasuta|rājasundara-gaṇi|rājasū|rājasūnu|rājasūya|rājasūyika|rājasena|rājasevaka|rājasevā|rājasevin|rājasaudha|rājaskandha|rājastamba|rājastambāyana|rājastambi|rājastrī|rājasthalaka|rājasthalī|rājasthānādhikāra|rājasthānīya|rājasravas|rājasva|rājasvarṇa|rājasvāmin|rājahaṁsa|rājahatyā|rājaharmya|rājaharṣaṇa|rājahastin|rājahāra|rājahāsaka|rājāṅgaṇa|rājājñā|rājātmaka-stava|rājātyāvartaka|rājādana|rājāditya|rājādri|rājādhara|rājādhikārin|rājādhikṛta|rājādhideva|rājādhirāja|rājādhiṣṭhāna|rājādhīna|rājādhvan|rājānaka|rājānujīvin|rājāntakaraṇa|rājānna|rājānya-tva|rājāpatyā|rājāpasada|rājābharaṇa|rājābhiṣeka|rājāmra|rājāmla|rājārāma|rājārka|rājārha|rājārhaṇa|rājālābū|rājāluka|rājāvarta|rājāvali|rājāvalī|rājāvavāda|rājāśva|rājāsana|rājāsandī|rājāhi|rājendra|rājeśvara|rājeṣṭa|rājodvejana-saṁjñaka|rājopakaraṇa|rājopacāra|rājopajīvin|rājopasevā|rājopasevin
rājakīya	2	rājakīyanāman|rājakīyasaras
rājan	1	rājanvat
rājanya	6	rājanyakumāra|rājanyatva|rājanyabandhu|rājanyarṣi|rājanyavat|rājanyāvartaka
rājamāna	1	rājamānatva
rājñī	4	rājñīdevī-pañcāṅga|rājñīdevī-māhātmya|rājñīpada|rājñīstava
