root	ppp_form	gana_class_dcs	voice_dcs	corpus_occurrences
samparipūjay	samparipūjita	10	P.	1
sampariplu	samparipluta	1	Ā	1
samparivṛ	saṃparivṛta	5	P.	1
samparivṛ	saṃparīvṛta	5	P.	1
samparivṛt	samparivṛtta	1	Ā	1
sampariharṣay	sampariharṣita	10	P.	1
samparī	samparīta	2	P.	1
samprakṛṣ	samprakṛṣṭa	1	P.	1
sampragā	sampragīta	4	P.	1
sampradharṣay	sampradharṣita	10	P.	1
samprapīḍay	samprapīḍita	10	P.	1
samprabudh	samprabuddha	4	Ā	1
sampramuc	sampramukta	6	P.	1
samprayam	samprayata	6	P.	1
sampralī	sampralīna	4	Ā	1
sampraveṣṭay	sampraveṣṭita	10	P.	1
samprārthay	samprārthita	0	P.	1
sambhakṣ	saṃbhakṣita	1	P.	1
sambhraṁś	saṃbhṛṣṭa	1	Ā	1
sammath	saṃmathita	9	P.	1
sammṛd	saṃmṛdita	9	Ā	1
sāndrībhū	sāndrībhūta	1	P.	1
antaḥkṛ	antaḥkṛta	8	P.	1
samudbhramay	samudbhramita	10	P.	1
śivīkṛ	śivīkṛta	8	P.	1
sphaṭībhū	sphaṭībhūta	1	P.	1
tanmayīkṛ	tanmayīkṛta	8	P.	1
nirīkṣay	nirīkṣita	10	P.	1
kroḍīkṛ	kroḍīkṛta	8	P.	1
protthāpay	protthāpita	10	P.	1
ālolay	ālolita	10	P.	1
anuvidhā	anuvihita	3	Ā	1
parivistṛ	parivistṛta	9	P.	1
avabhū	avabhūta	1	P.	1
pariniṣev	pariniṣevita	1	Ā	1
vismāpay	vismāpita	10	P.	1
saṁmudray	saṃmudrita	0	P.	1
pracālay	pracālita	10	P.	1
saṁprasidh	saṃprasiddha	4	P.	1
samucchad	samucchanna	1	P.	1
parameśvarībhū	parameśvarībhūta	1	P.	1
kṛntay	kṛntita	10	P.	1
nikṛntay	nikṛntita	10	P.	1
niḥkṣip	niḥkṣipta	6	P.	1
niścal	niścalita	1	P.	1
samabhyarcay	samabhyarcita	10	P.	1
ākarṣay	ākarṣita	10	P.	1
prajuṣ	prajuṣṭa	6	P.	1
hāpay	hāpita	10	P.	1
āsanīkṛ	āsanīkṛta	8	P.	1
viśramay	viśramita	10	P.	1
prativivardhay	prativivardhita	10	P.	1
avabhāvay	avabhāvita	10	P.	1
saṁpuṭīkṛ	saṃpuṭīkṛta	8	P.	1
upaśamay	upaśamita	10	Ā	1
vinici	vinicita	5	P.	1
parīkṣay	parīkṣita	10	Ā	1
ekāgrīkṛ	ekāgrīkṛta	8	P.	1
parāhṛ	parāhṛta	1	P.	1
āśṛ	āśīrta	9	P.	1
praśnay	praśnita	0	P.	1
tirobhāvay	tirobhāvita	10	P.	1
gandhay	gandhita	0	P.	1
suprasad	suprasanna	1	P.	1
tīrthīkṛ	tīrthīkṛta	8	P.	1
pakṣībhū	pakṣībhūta	1	P.	1
parihāpay	parihāpita	10	P.	1
anusaṁsṛj	anusaṃsṛṣṭa	6	P.	1
pradhūpay	pradhūpita	0	P.	1
sukhīkṛ	sukhīkṛta	8	P.	1
pratyapidhā	pratyapihita	3	P.	1
udāplu	udāpluta	1	Ā	1
abhiveśay	abhiveśita	10	P.	1
paribhraṁś	paribhṛṣṭa	4	Ā	1
lehay	lehita	10	P.	1
pratyupasthāpay	pratyupasthāpita	10	P.	1
mithunībhū	mithunībhūta	1	P.	1
saṁgṛdh	saṃgṛddha	4	P.	1
ucchvasay	ucchvasita	10	P.	1
vighātay	vighātita	10	Ā	1
saṁniṣev	saṃniṣevita	1	Ā	1
saṁdīpay	saṃdīpita	10	Ā	1
unmattīkṛ	unmattīkṛta	8	P.	1
ālepay	ālepita	10	Ā	1
nirguṇīkṛ	nirguṇīkṛta	8	P.	1
uccheṣay	uccheṣita	10	P.	1
śivībhū	śivībhūta	1	P.	1
parisaṁvah	parisamūḍha	4	P.	1
abhimohay	abhimohita	10	P.	1
śrapay	śrapita	10	Ā	1
abhiniṣañj	abhiniṣakta	1	P.	1
kadarthīkṛ	kadarthīkṛta	8	P.	1
paridaṁś	paridaṣṭa	1	P.	1
samīḍ	samīḍita	2	Ā	1
mumukṣ	mumukṣita	0	Ā	1
dakṣiṇīkṛ	dakṣiṇīkṛta	8	P.	1
anuguṇay	anuguṇita	0	P.	1
parisaṁśudh	parisaṃśuddha	4	P.	1
pariṇū	pariṇūta	2	P.	1
abhisaṁyam	abhisaṃyata	1	P.	1
pariśīlay	pariśīlita	0	P.	1
gūhay	gūhita	10	P.	1
pratilū	pratilūna	9	P.	1
ābhāsībhū	ābhāsībhūta	1	P.	1
unmukhībhū	unmukhībhūta	1	P.	1
anupraveśay	anupraveśita	10	P.	1
atibhāvay	atibhāvita	10	P.	1
saṁvid	saṃvinna	6	Ā	1
prapū	prapūta	9	P.	1
ekāgrībhū	ekāgrībhūta	1	P.	1
nirālambanīkṛ	nirālambanīkṛta	8	P.	1
vimarśay	vimarśita	10	P.	1
supeṣay	supeṣita	10	P.	1
parinipīḍay	parinipīḍita	10	P.	1
abhīṣ	abhīṣita	9	P.	1
niṣedhay	niṣedhita	10	P.	1
vināmay	vināmita	10	P.	1
abhisaṁhṛṣ	abhisaṃhṛṣṭa	4	P.	1
saṁpravyath	saṃpravyathita	1	P.	1
saṁlepay	saṃlepita	10	P.	1
vājīkṛ	vājīkṛta	8	P.	1
viṣāday	viṣādita	10	P.	1
pratyupekṣ	pratyupekṣita	1	Ā	1
abhisaṁtras	abhisaṃtrasta	4	P.	1
paribhramay	paribhramita	10	P.	1
ullip	ullipta	6	P.	1
viveṣṭ	viveṣṭita	1	P.	1
saṁpratibudh	saṃpratibuddha	4	Ā	1
jaḍay	jaḍita	0	P.	1
pratisaṁjan	pratisaṃjāta	4	Ā	1
virājay	virājita	10	Ā	1
pratinirji	pratinirjita	1	P.	1
viśaday	viśadita	0	P.	1
phenībhū	phenībhūta	1	P.	1
prodbadh	prodbaddha	9	P.	1
parijāray	parijārita	10	P.	1
upavañc	upavañcita	1	P.	1
parihṛṣ	parihṛṣita	4	Ā	1
saṁprasāday	saṃprasādita	10	Ā	1
samuttras	samuttrasta	1	P.	1
adhyāhṛ	adhyāhṛta	1	P.	1
suṣirīkṛ	suṣirīkṛta	8	P.	1
śītīkṛ	śītīkṛta	8	Ā	1
vyavadṛ	vyavadīrṇa	4	P.	1
niṣṭan	niṣṭanita	1	P.	1
samākruś	samākruṣṭa	1	Ā	1
samayīkṛ	samayīkṛta	8	Ā	1
viniṣkṛt	viniṣkṛtta	6	P.	1
abhyavapad	abhyavapanna	4	Ā	1
rundhay	rundhita	10	P.	1
nirundhay	nirundhita	10	P.	1
vipraghuṣ	vipraghuṣṭa	1	Ā	1
saṁpraṇāday	saṃpraṇādita	10	P.	1
prapuṭ	prapuṭita	6	P.	1
saṁpragalbh	saṃpragalbhita	1	Ā	1
nistālay	nistālita	10	P.	1
vyapamṛṣ	vyapamṛṣṭa	6	P.	1
vipramṛj	vipramṛṣṭa	6	Ā	1
śakulīkṛ	śakulīkṛta	8	Ā	1
vinirmathay	vinirmathita	10	P.	1
abhiprasvap	abhiprasupta	2	Ā	1
pratisaṁchad	pratisaṃchanna	1	P.	1
virahīkṛ	virahīkṛta	8	Ā	1
avanāday	avanādita	10	P.	1
supūjay	supūjita	10	Ā	1
pramārjay	pramārjita	10	Ā	1
pralambīkṛ	pralambīkṛta	8	Ā	1
anādarībhū	anādarībhūta	1	Ā	1
praśaṅk	praśaṅkita	1	Ā	1
supattrīkṛ	supattrīkṛta	8	Ā	1
abhisaṁrudh	abhisaṃruddha	7	Ā	1
pratisaṁnivṛt	pratisaṃnivṛtta	1	Ā	1
paryupāvṛt	paryupāvṛtta	1	Ā	1
uddeśay	uddeśita	10	P.	1
pratiśam	pratiśānta	4	Ā	1
mārīkṛ	mārīkṛta	8	Ā	1
parikālay	parikālita	10	Ā	1
viśrāmay	viśrāmita	10	P.	1
anusaṁpiṣ	anusaṃpiṣṭa	7	P.	1
niṣkulīkṛ	niṣkulīkṛta	8	Ā	1
āvāpay	āvāpita	10	P.	1
rasībhū	rasībhūta	1	Ā	1
lohitīkṛ	lohitīkṛta	8	Ā	1
abhinivṛt	abhinivṛtta	1	Ā	1
amalīkṛ	amalīkṛta	8	Ā	1
paridhāmay	paridhāmita	10	P.	1
saṁmṛ	saṃmṛta	1	P.	1
stambhībhū	stambhībhūta	1	Ā	1
drumāy	drumāyita	0	Ā	1
saṁlāpay	saṃlāpita	10	P.	1
sanāthīkṛ	sanāthīkṛta	8	Ā	1
saṁplāvay	saṃplāvita	10	Ā	1
upakaraṇīkṛ	upakaraṇīkṛta	8	Ā	1
abhyupaśam	abhyupaśānta	4	Ā	1
samupajanay	samupajanita	10	Ā	1
śiśirīkṛ	śiśirīkṛta	8	Ā	1
parikheday	parikhedita	10	P.	1
uparinidhā	uparinihita	3	Ā	1
pratarṣay	pratarṣita	10	P.	1
pathīkṛ	pathīkṛta	8	Ā	1
vimūrchay	vimūrchita	10	P.	1
nirutsic	nirutsikta	6	Ā	1
vivañc	vivañcita	1	P.	1
abhiṣidh	abhiṣiddha	1	P.	1
dharmīkṛ	dharmīkṛta	8	Ā	1
gambhīrīkṛ	gambhīrīkṛta	8	Ā	1
āñch	āñchita	1	P.	1
abhipaṭh	abhipaṭhita	1	Ā	1
upasaṁyu	upasaṃyuta	3	P.	1
yugmīkṛ	yugmīkṛta	8	Ā	1
śakalībhū	śakalībhūta	1	Ā	1
apavāday	apavādita	10	Ā	1
roday	rodita	10	P.	1
vyomībhū	vyomībhūta	1	Ā	1
ātāḍay	ātāḍita	10	P.	1
samavastṛ	samavastīrṇa	5	P.	1
prodghuṣ	prodghuṣṭa	1	Ā	1
abhisūcay	abhisūcita	0	P.	1
kṣamay	kṣamita	10	Ā	1
anvadhisthā	anvadhiṣṭhita	1	Ā	1
abhitoṣay	abhitoṣita	10	P.	1
viniṣūday	viniṣūdita	10	P.	1
samupāyuj	samupāyukta	7	Ā	1
viniḥsṛj	viniḥsṛṣṭa	6	Ā	1
pratikṛṣ	pratikṛṣṭa	6	P.	1
siṁhīkṛ	siṃhīkṛta	8	Ā	1
abhiniveday	abhinivedita	10	Ā	1
abhisaṁmuh	abhisaṃmūḍha	4	Ā	1
niḥsvan	niḥsvanita	1	P.	1
vinirbhañj	vinirbhagna	7	P.	1
vyāvarjay	vyāvarjita	10	Ā	1
vyālībhū	vyālībhūta	1	Ā	1
niṣpṛc	niṣpṛkta	7	P.	1
niṣpṛc	nispṛkta	7	P.	1
pratisaṁbudh	pratisaṃbuddha	4	Ā	1
samutsad	samutsanna	2	P.	1
vipramuh	vipramūḍha	4	Ā	1
pluṣ	pruṣṭa	4	P.	1
saṁghātay	saṃghātita	10	Ā	1
samudgṛ	samudgīrṇa	9	P.	1
ājīvay	ājīvita	10	P.	1
abhisev	abhisevita	1	Ā	1
atiropay	atiropita	10	Ā	1
saṁtrāsay	saṃtrāsita	10	P.	1
pariyantray	pariyantrita	0	P.	1
pratisatkṛ	pratisatkṛta	8	Ā	1
parimoṣay	parimoṣita	10	P.	1
āyodhay	āyodhita	10	Ā	1
pramāthay	pramāthita	10	P.	1
abhipṛ	abhipūrta	9	P.	1
astaṁgamay	astaṃgamita	10	Ā	1
viśleṣay	viśleṣita	10	P.	1
abhipariṣkṛ	abhipariṣkṛta	8	Ā	1
paricikīrṣ	paricikīrṣita	0	Ā	1
vyarthīkṛ	vyarthīkṛta	8	Ā	1
āśrāvay	āśrāvita	10	Ā	1
āmlā	āmlāna	4	P.	1
avasecay	avasecita	10	Ā	1
virūkṣay	virūkṣita	0	P.	1
ābodhay	ābodhita	10	Ā	1
saṁparitoṣay	saṃparitoṣita	10	Ā	1
abhavastṛ	abhyavastīrṇa	9	P.	1
saṁpranṛt	saṃpranṛtta	4	Ā	1
upavījay	upavījita	10	P.	1
abhiviśram	abhiviśrānta	4	Ā	1
samāgal	samāgalita	1	P.	1
svalpībhū	svalpībhūta	1	Ā	1
paribhṛjj	paribhṛṣṭa	6	P.	1
pariluṇṭh	pariluṇṭhita	1	P.	1
abhivistṛ	abhivistṛta	9	P.	1
pariplāvay	pariplāvita	10	Ā	1
saṁkāray	saṃkārita	10	Ā	1
samuddīp	samuddīpta	4	Ā	1
kuṭ	kuṭita	4	P.	1
saṁnikṛt	saṃnikṛtta	6	Ā	1
udvṛdh	udvṛddha	1	Ā	1
atyabhisṛ	atyabhisṛta	3	P.	1
pralālay	pralālita	10	P.	1
adhyāśri	adhyāśrita	1	Ā	1
saṁjuṣ	saṃjuṣṭa	6	Ā	1
adhyeṣay	adhyeṣita	10	P.	1
vimūlay	vimūlita	10	P.	1
akhilīkṛ	akhilīkṛta	8	Ā	1
abhipariglā	abhipariglāna	4	Ā	1
upatuṣ	upatuṣṭa	4	Ā	1
nistuṣīkṛ	nistuṣīkṛta	8	Ā	1
parisaṁsthā	parisaṃsthita	1	Ā	1
upasaṁghuṣ	upasaṃghuṣṭa	1	Ā	1
pravilip	pravilipta	6	Ā	1
nikhānay	nikhānita	10	P.	1
vipiṣ	vipiṣṭa	7	P.	1
visaṁmuh	visaṃmūḍha	4	Ā	1
anusaṁbandh	anusaṃbaddha	9	Ā	1
siñcay	siñcita	10	P.	1
niṣkrāmay	niṣkrāmita	10	P.	1
yoktray	yoktrita	0	P.	1
vyāvṛ	vyāvṛta	5	Ā	1
vyapavah	vyapoḍha	4	P.	1
anuyantray	anuyantrita	0	P.	1
vivits	vivitsita	0	P.	1
parisaṁhṛṣ	parisaṃhṛṣṭa	6	P.	1
nidih	nidigdha	6	P.	1
samabhispṛś	samabhispṛṣṭa	6	Ā	1
viphal	viphalita	1	P.	1
abhisamādhā	abhisamāhita	3	Ā	1
vyativeṣṭ	vyativeṣṭita	1	Ā	1
samutkūlay	samutkūlita	10	P.	1
prakāśīkṛ	prakāśīkṛta	8	Ā	1
pratiduṣ	pratiduṣṭa	4	Ā	1
pravicāray	pravicārita	10	Ā	1
pratyācar	pratyācīrṇa	1	Ā	1
pravilepay	pravilepita	10	P.	1
nirdih	nirdigdha	6	P.	1
utsāhay	utsāhita	10	P.	1
upagūhay	upagūhita	10	P.	1
parisraṁs	parisrasta	1	Ā	1
saṁparikṣip	saṃparikṣipta	6	Ā	1
parilī	parilīna	4	Ā	1
abhikarśay	abhikarśita	10	P.	1
samāghuṣ	samāghuṣṭa	1	Ā	1
saṁguṇay	saṃguṇita	0	P.	1
abhimānay	abhimānita	10	Ā	1
saṁnamay	saṃnamita	10	P.	1
praviśṛ	praviśīrṇa	9	Ā	1
apasmṛ	apasmṛta	1	Ā	1
atidarpay	atidarpita	10	P.	1
avarodhay	avarodhita	10	P.	1
saṁpracālay	saṃpracālita	10	Ā	1
saṁhāray	saṃhārita	10	P.	1
avapūray	avapūrita	10	Ā	1
samāsup	samāsupta	2	Ā	1
saṁpraśaṁs	saṃpraśasta	1	Ā	1
samavajṛ	samavajīrṇa	4	P.	1
kṣveḍay	kṣveḍita	10	P.	1
vānarīkṛ	vānarīkṛta	8	Ā	1
praguh	pragūḍha	1	Ā	1
mithunīkṛ	mithunīkṛta	8	Ā	1
dvividhīkṛ	dvividhīkṛta	8	Ā	1
vinikartay	vinikartita	10	P.	1
apapothay	apapothita	10	Ā	1
vinisru	vinisruta	1	Ā	1
lavaṇīkṛ	lavaṇīkṛta	8	Ā	1
samāyas	samāyasta	4	P.	1
avanud	avanunna	6	Ā	1
saṁprabhañj	saṃprabhagna	7	Ā	1
ākṣan	ākṣata	8	P.	1
saṁpratap	saṃpratapta	4	Ā	1
pratipā	pratipīta	1	Ā	1
atyudric	atyudrikta	7	P.	1
vidhūnay	vidhūnita	10	P.	1
abhivarṣay	abhivarṣita	10	P.	1
saṁniṣūday	saṃniṣūdita	10	P.	1
pravidāray	pravidārita	10	Ā	1
samutpiṣ	samutpiṣṭa	7	P.	1
āghātay	āghātita	10	Ā	1
vyāveṣṭ	vyāveṣṭita	1	Ā	1
niścyutay	niścyutita	10	P.	1
saṁpracchā	saṃpracchita	4	P.	1
utkup	utkupita	4	P.	1
atilālay	atilālita	10	P.	1
ativam	ativānta	2	P.	1
lehībhū	lehībhūta	1	Ā	1
saṁbhojay	saṃbhojita	10	Ā	1
atisnehay	atisnehita	10	P.	1
atisarpay	atisarpita	10	P.	1
niḥsarpay	niḥsarpita	10	P.	1
abhiṣyanday	abhiṣyandita	10	P.	1
upasvid	upasvinna	4	P.	1
kṛṣṇībhū	kṛṣṇībhūta	1	Ā	1
paridāhay	paridāhita	10	P.	1
atitarpay	atitarpita	10	Ā	1
atisaṁrudh	atisaṃruddha	7	Ā	1
abhilul	abhilulita	1	P.	1
prasveday	prasvedita	10	Ā	1
praḍhālay	praḍhālita	0	Ā	1
avaceṣṭ	avaceṣṭita	1	Ā	1
saṁpariveṣṭ	saṃpariveṣṭita	1	Ā	1
golībhū	golībhūta	1	Ā	1
pragal	pragalita	1	P.	1
ālul	ālulita	1	P.	1
pakvīkṛ	pakvīkṛta	8	Ā	1
kabalīkṛ	kabalīkṛta	8	Ā	1
alavaṇīkṛ	alavaṇīkṛta	8	Ā	1
ativartay	ativartita	10	Ā	1
uttānay	uttānita	10	P.	1
pāvanīkṛ	pāvanīkṛta	8	Ā	1
pariśrī	pariśṛta	9	P.	1
indhay	indhita	10	P.	1
pidhāpay	pidhāpita	10	P.	1
vyāvij	vyāvigna	6	Ā	1
parigālay	parigālita	10	P.	1
dīpībhū	dīpībhūta	1	Ā	1
vibhrāmay	vibhrāmita	10	Ā	1
prodvṛt	prodvṛtta	1	Ā	1
cipiṭībhū	cipiṭībhūta	1	Ā	1
ākoṭay	ākoṭita	10	P.	1
saṁniras	saṃnirasta	4	P.	1
vimudray	vimudrita	0	P.	1
atisaṁvṛdh	atisaṃvṛddha	1	Ā	1
pramil	pramilita	6	Ā	1
vinimajj	vinimagna	1	Ā	1
abhisaṁchad	abhisaṃchanna	1	P.	1
upaprapad	upaprapanna	4	Ā	1
vṛddhīkṛ	vṛddhīkṛta	8	Ā	1
viguṇīkṛ	viguṇīkṛta	8	Ā	1
prakāmay	prakāmita	10	Ā	1
cimicimāy	cimicimāyita	0	Ā	1
abhivimarday	abhivimardita	10	Ā	1
pratyavapātay	pratyavapātita	10	Ā	1
prabandhay	prabandhita	10	P.	1
vāṭīkṛ	vāṭīkṛta	8	Ā	1
muñcay	muñcita	0	P.	1
veṣavārīkṛ	vesavārīkṛta	8	Ā	1
parivibhāvay	parivibhāvita	10	Ā	1
abhiniṣic	abhiniṣikta	6	Ā	1
virūkṣībhū	virūkṣībhūta	1	Ā	1
ūrdhvībhū	ūrdhvībhūta	1	Ā	1
parilul	parilulita	1	P.	1
luḍ	luḍita	1	P.	1
āluḍ	āluḍita	4	P.	1
prakvath	prakvathita	1	Ā	1
vinistṛ	vinistīrṇa	9	P.	1
saṁpramārjay	saṃpramārjita	10	Ā	1
kṣayīkṛ	kṣayīkṛta	8	Ā	1
vipāday	vipādita	10	Ā	1
saṁvidru	saṃvidruta	1	Ā	1
samupaveśay	samupaveśita	10	Ā	1
upasidh	upasiddha	4	Ā	1
vardhāpay	vardhāpita	10	P.	1
vipradah	vipradagdha	4	Ā	1
samupanah	samupanaddha	4	Ā	1
atilolay	atilolita	10	P.	1
vinipiṣ	vinipiṣṭa	7	P.	1
amṛtībhū	amṛtībhūta	1	Ā	1
vinirbandh	vinirbaddha	9	Ā	1
vispṛś	vispṛṣṭa	6	Ā	1
abhigarv	abhigarvita	1	Ā	1
khaj	khajita	1	P.	1
vikarṣay	vikarṣita	10	P.	1
jaḍībhū	jaḍībhūta	1	Ā	1
saṁpluṣ	saṃpluṣṭa	1	P.	1
abhiviniḥsṛ	abhiviniḥsṛta	3	P.	1
vinipad	vinipanna	4	Ā	1
pattalībhū	pattalībhūta	1	Ā	1
samavaguṇṭhay	samavaguṇṭhita	10	P.	1
kācībhū	kācībhūta	1	Ā	1
andhamūṣīkṛ	andhamūṣīkṛta	8	Ā	1
avasajjay	avasajjita	10	Ā	1
nyubjīkṛ	nyubjīkṛta	8	Ā	1
pillībhū	pillībhūta	1	Ā	1
saṁśvi	saṃśūna	1	P.	1
vijanīkṛ	vijanīkṛta	8	Ā	1
abhyāsīkṛ	abhyāsīkṛta	8	Ā	1
saṁvivah	saṃvyūḍha	4	P.	1
svāṅgaśītīkṛ	svāṅgaśītīkṛta	8	Ā	1
jīvāpay	jīvāpita	10	P.	1
samāvarjay	samāvarjita	10	Ā	1
kiṁpuruṣīkṛ	kiṃpuruṣīkṛta	8	Ā	1
puruṣībhū	puruṣībhūta	1	Ā	1
anuśrāvay	anuśrāvita	10	Ā	1
kṣaṇībhū	kṣaṇībhūta	1	Ā	1
ulloḍay	ulloḍita	10	P.	1
paricarv	paricūrṇa	1	Ā	1
avaklid	avaklinna	4	Ā	1
prativinī	prativinīta	1	Ā	1
saṁpratarpay	saṃpratarpita	10	Ā	1
upanirdiś	upanirdiṣṭa	6	Ā	1
abhisaṁvyadh	abhisaṃviddha	4	Ā	1
upaskhal	upaskhalita	1	P.	1
abhikṣan	abhikṣata	8	P.	1
anusaṁdih	anusaṃdigdha	6	P.	1
dāruṇībhū	dāruṇībhūta	1	Ā	1
parimāray	parimārita	10	P.	1
āstyai	āstyāna	1	P.	1
pravibhid	pravibhinna	7	Ā	1
viśalīkṛ	viśalīkṛta	8	Ā	1
saṁkleśay	saṃkleśita	10	Ā	1
jaṭībhū	jaṭībhūta	1	Ā	1
punarnavībhū	punarnavībhūta	1	Ā	1
liṅgībhū	liṅgībhūta	1	Ā	1
khilībhū	khilībhūta	1	Ā	1
abhinisṛ	abhinisṛta	3	P.	1
anusaṁci	anusaṃcita	5	Ā	1
saṁprotay	saṃprotita	0	P.	1
svarasīkṛ	svarasīkṛta	8	Ā	1
paripiṇḍay	paripiṇḍita	0	P.	1
saṁpradhukṣay	saṃpradhukṣita	10	P.	1
anṛṇībhū	anṛṇībhūta	1	Ā	1
atitarṣay	atitarṣita	10	P.	1
samabhīps	samabhīpsita	0	Ā	1
pratirūpay	pratirūpita	0	P.	1
vyākulībhū	vyākulībhūta	1	Ā	1
pratical	praticalita	1	Ā	1
samunmuc	samunmukta	6	Ā	1
pratijñāpay	pratijñāpita	10	Ā	1
viṣṭhay	viṣṭhita	0	P.	1
saṁprapūray	saṃprapūrita	10	Ā	1
samanuśobhay	samanuśobhita	10	Ā	1
anusaṁvṛ	anusaṃvṛta	5	Ā	1
abhivyañjay	abhivyañjita	10	P.	1
haimīkṛ	haimīkṛta	8	Ā	1
vinirmajj	vinirmagna	1	Ā	1
paridhiṣṭhā	paridhiṣṭhita	1	Ā	1
praviṣad	praviṣaṇṇa	2	P.	1
samuddhvaṁs	samuddhvasta	1	Ā	1
saṁkalīkṛ	saṃkalīkṛta	8	Ā	1
samupāvṛ	samupāvṛta	5	Ā	1
abhipraṇud	abhipraṇunna	6	Ā	1
prasyanday	prasyandita	10	P.	1
anupraśaṁs	anupraśasta	1	Ā	1
abhivyākhyā	abhivyākhyāta	4	P.	1
śuddhīkṛ	śuddhīkṛta	8	Ā	1
abhisaṁdih	abhisaṃdigdha	6	P.	1
anupravac	anuprokta	3	Ā	1
upagaṇay	upagaṇita	10	Ā	1
pakṣīkṛ	pakṣīkṛta	8	Ā	1
avarud	avarudita	6	Ā	1
pratisaṁkuñc	pratisaṃkucita	6	P.	1
avavisraṁsay	avavisraṃsita	10	P.	1
saṁtyājay	saṃtyājita	10	P.	1
pravirañj	pravirakta	6	Ā	1
praghuṣ	praghuṣṭa	1	Ā	1
abhyāsāday	abhyāsādita	10	Ā	1
saṁpratyupasthā	saṃpratyupasthita	1	Ā	1
prastāray	prastārita	10	P.	1
abhipratī	abhipratīta	2	Ā	1
sūkṣmīkṛ	sūkṣmīkṛta	8	Ā	1
abhisaṁkṛ	abhisaṃkīrṇa	6	Ā	1
abhisaṁmad	abhisaṃmatta	4	Ā	1
vicitrīkṛ	vicitrīkṛta	8	Ā	1
abhisaṁrañj	abhisaṃrakta	6	Ā	1
pratisaṁmiśray	pratisaṃmiśrita	0	P.	1
ākṣālay	ākṣālita	10	Ā	1
susmūrṣ	susmūrṣita	0	P.	1
nimittībhū	nimittībhūta	1	Ā	1
samanukīrtay	samanukīrtita	10	Ā	1
abhipratipāday	abhipratipādita	10	Ā	1
apalāpay	apalāpita	10	P.	1
pravinirdhū	pravinirdhūta	9	P.	1
adharībhū	adharībhūta	1	Ā	1
mārdavīkṛ	mārdavīkṛta	8	P.	1
pratyabhyanujñā	pratyabhyanujñāta	9	Ā	1
saṁdviṣ	saṃdviṣṭa	6	Ā	1
śastray	śastrita	0	P.	1
mekhalāy	mekhalāyita	0	Ā	1
virasīkṛ	virasīkṛta	8	Ā	1
āsiñj	āsiñjita	1	P.	1
āpāṇḍurībhū	āpāṇḍurībhūta	1	Ā	1
samucchvāsay	samucchvāsita	10	Ā	1
abhiśrāvay	abhiśrāvita	10	Ā	1
ujjvalībhū	ujjvalībhūta	1	Ā	1
nirdayībhū	nirdayībhūta	1	Ā	1
kalāpīkṛ	kalāpīkṛta	8	P.	1
cakrīkṛ	cakrīkṛta	8	P.	1
upadhānīkṛ	upadhānīkṛta	8	P.	1
avalambībhū	avalambībhūta	1	Ā	1
meghīkṛ	meghīkṛta	8	P.	1
āpluṣ	āpluṣṭa	1	P.	1
valayīkṛ	valayīkṛta	8	Ā	1
abhilāṣībhū	abhilāṣībhūta	1	Ā	1
śṛṅkhalay	śṛṅkhalita	0	P.	1
samāram	samārata	1	Ā	1
samatisṛj	samatisṛṣṭa	6	Ā	1
āsṛp	āsṛpta	1	P.	1
samullāsay	samullāsita	10	P.	1
pratibimbīkṛ	pratibimbīkṛta	8	P.	1
uccheṣaṇīkṛ	uccheṣaṇīkṛta	8	P.	1
śṛṅkhalībhū	śṛṅkhalībhūta	1	P.	1
samavatṛ	samavatīrṇa	4	P.	1
niṣkalmaṣībhū	niṣkalmaṣībhūta	1	Ā	1
nimittīkṛ	nimittīkṛta	8	P.	1
kṣapaṇībhū	kṣapaṇībhūta	1	Ā	1
niḥsvībhū	niḥsvībhūta	1	Ā	1
samṛddhīkṛ	samṛddhīkṛta	8	Ā	1
prahāsay	prahāsita	10	P.	1
vinigaḍīkṛ	vinigaḍīkṛta	8	Ā	1
anuval	anuvalita	1	P.	1
ādits	āditsita	0	Ā	1
saṁvell	saṃvellita	1	Ā	1
apagamay	apagamita	10	Ā	1
ākrudh	ākruddha	4	Ā	1
saṁdhṛ	saṃdhṛta	1	Ā	1
pāyasīkṛ	pāyasīkṛta	8	Ā	1
utkṣapay	utkṣapita	10	Ā	1
parāmṛj	parāmṛṣṭa	2	P.	1
paruṣībhū	paruṣībhūta	1	Ā	1
asulabhībhū	asulabhībhūta	1	Ā	1
abhivāsay	abhivāsita	0	P.	1
parisaṁsthāpay	parisaṃsthāpita	10	Ā	1
gocarībhū	gocarībhūta	1	Ā	1
paratantrīkṛ	paratantrīkṛta	8	P.	1
āraṭ	āraṭita	1	P.	1
durbhagīkṛ	durbhagīkṛta	8	P.	1
niḥsnehīkṛ	niḥsnehīkṛta	8	P.	1
tuṅgībhū	tuṅgībhūta	1	P.	1
viralīkṛ	viralīkṛta	8	P.	1
vyatibhid	vyatibhinna	7	P.	1
sulabhībhū	sulabhībhūta	1	Ā	1
hiṇḍ	hiṇḍita	4	Ā	1
pramīl	pramīlita	1	P.	1
saṁketīkṛ	saṃketīkṛta	8	P.	1
viprabudh	viprabuddha	4	Ā	1
pariṇāyay	pariṇāyita	10	P.	1
pariśamay	pariśamita	10	P.	1
pṛthulay	pṛthulita	0	P.	1
prakhalīkṛ	prakhalīkṛta	8	P.	1
saṁbhāray	saṃbhārita	10	P.	1
